isogroup28559	GO:0005929
isogroup28084	GO:0030054;GO:0042995;GO:0005737;GO:0002102;GO:0035091;GO:0016176;GO:0072675;GO:0055114;GO:0071800;GO:0006801
isogroup145225	GO:0016324;GO:0016323;GO:0005622;GO:0031594;GO:0048786;GO:0005891;GO:0005509;GO:0008331;GO:0008332;GO:0005245;GO:0008344;GO:0097352;GO:0006914;GO:0070588;GO:0006816;GO:0019722;GO:0007268;GO:0007619;GO:0050908;GO:0042045;GO:0006887;GO:0045433;GO:0086010;GO:0070050;GO:0016322;GO:0007269;GO:0007602;GO:0010524;GO:0045887;GO:0002027;GO:0016057;GO:0046928;GO:0007632
isogroup62057	GO:0005096
isogroup10100	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0005524;GO:0016887;GO:0003777;GO:0030030;GO:0007018
isogroup121046	GO:0005737;GO:0004842;GO:0008270;GO:0045087;GO:0045893;GO:0070534;GO:0042981;GO:0009617;GO:0009615;GO:0007165
isogroup175862	GO:0005887;GO:0016020;GO:0005634;GO:0043235;GO:0031699;GO:0004939;GO:0015052;GO:0051379;GO:0051380;GO:0042803;GO:0007190;GO:0071880;GO:0007189;GO:0007568;GO:0050873;GO:0007267;GO:0002024;GO:0042755;GO:0031649;GO:0040015;GO:0002025;GO:0043410;GO:0046677;GO:0009409
isogroup387882	GO:0004040
isogroup80039	GO:0016021;GO:0014704;GO:0031226;GO:0042383;GO:0030315;GO:0030018;GO:0005509;GO:0005432;GO:0005516;GO:0055074;GO:0070588;GO:0006816;GO:0007154;GO:0002026;GO:0055119;GO:0035725
isogroup1783	GO:0004332;GO:0030388;GO:0006096
isogroup451103	GO:0005634;GO:0004519;GO:0003676;GO:0008233;GO:0003964;GO:0015074;GO:0006313
isogroup28850	GO:0005887;GO:0015173;GO:0015349
isogroup467537	GO:0004560;GO:0006004
isogroup311790	GO:0016021;GO:0005886;GO:0005507;GO:0016491;GO:0006879;GO:0006825;GO:0006826
isogroup122391	
isogroup31994	GO:0005938;GO:0055028;GO:0005737;GO:0009898;GO:0000923;GO:0000930;GO:0008275;GO:0005874;GO:0005635;GO:0005819;GO:0000922;GO:0043015;GO:0005200;GO:0015631;GO:0031122;GO:0051415;GO:0007020;GO:0090307;GO:0090063;GO:0009624
isogroup48343	GO:0000777;GO:0005737;GO:0016604;GO:0005654;GO:0005634;GO:0035861;GO:0003677;GO:0035064;GO:0002039;GO:0001102;GO:0001104;GO:0061649;GO:0006974;GO:0071481;GO:0000077;GO:0006303;GO:2000042;GO:0045830;GO:0051091;GO:0045944;GO:0045893;GO:0051260;GO:0016925;GO:0006351
isogroup32852	GO:0031462;GO:0005737;GO:0005829;GO:0005769;GO:0005768;GO:0010008;GO:0070062;GO:0005654;GO:0005634;GO:0055037;GO:0005507;GO:0042802;GO:0050750;GO:0070300;GO:0005547;GO:0043325;GO:0080025;GO:0005546;GO:0042803;GO:0019871;GO:0006878;GO:0042632;GO:0055070;GO:0006893;GO:0034383;GO:1902072;GO:0032088;GO:2000009;GO:1902306;GO:0048227;GO:1904109;GO:1905751;GO:2000010;GO:0031398;GO:0031648;GO:0015031;GO:0097006;GO:0032434;GO:0006351
isogroup4933	GO:0005783;GO:0031012;GO:0016021;GO:0005771;GO:0005886;GO:0005578;GO:0007339;GO:0060468
isogroup65404	GO:0005506;GO:0016706;GO:0042803;GO:0000049;GO:0031591
isogroup25699	GO:0016020;GO:0032021;GO:0005654;GO:0003723;GO:0045892;GO:0050434;GO:0006368;GO:0006366
isogroup24234	GO:0030424;GO:0005925;GO:0016021;GO:0005875;GO:0005886;GO:0008201;GO:0004725;GO:0032093;GO:0005001;GO:0048675;GO:0007411;GO:0007412;GO:0007155;GO:0001700;GO:0008045;GO:1903386;GO:0007399;GO:0048477;GO:0008594;GO:0006470;GO:0045467;GO:0048841;GO:0008360;GO:0031290;GO:0007283;GO:0051124
isogroup172264	GO:0002043;GO:0001569;GO:0007219;GO:0001938;GO:0060828;GO:0006355;GO:0006351
isogroup79139	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0009765;GO:0018298
isogroup24715	GO:0031410;GO:0005769;GO:0009897;GO:0016021;GO:0016020;GO:0005886;GO:0030141;GO:0031982;GO:0046872;GO:0004222;GO:0042803;GO:0006915;GO:0030819;GO:0010613;GO:0045745;GO:0001921;GO:0016485;GO:0006508;GO:0008217;GO:0097746;GO:0070372;GO:0046686;GO:0042493;GO:0001666;GO:0035994
isogroup25043	GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0044530;GO:0003677;GO:0003726;GO:0046872;GO:0003723;GO:0006382;GO:0016553;GO:0098586;GO:0051607;GO:0060216;GO:0030218;GO:0002244;GO:0061484;GO:0001701;GO:0045087;GO:0035280;GO:0006397;GO:0043066;GO:0044387;GO:1900369;GO:0060339;GO:0045071;GO:0001649;GO:0045070;GO:0031054;GO:0006611;GO:0006606;GO:0035455;GO:0009615;GO:0002566;GO:0060337
isogroup23767	GO:0005634;GO:0003677;GO:0003700;GO:0008270;GO:0045892;GO:0070895;GO:0006351
isogroup27323	GO:0005743;GO:0005739;GO:0004520;GO:0004521;GO:0046872;GO:0003676;GO:0000014;GO:0000737
isogroup69339	GO:0005604;GO:0005201;GO:0007414;GO:0071711;GO:0007155;GO:0016477;GO:0001764;GO:0010950;GO:0040017;GO:0042127;GO:0000003;GO:0009408;GO:0051788
isogroup174641	GO:0016021;GO:0005886;GO:0005509;GO:0007411;GO:0007163;GO:0007156;GO:0097402
isogroup91667	
isogroup119545	
isogroup2673	GO:0036459;GO:0006353
isogroup393699	GO:0000502
isogroup52382	GO:0016021
isogroup48935	GO:0034703;GO:0016021;GO:0005886;GO:0005262;GO:0005261;GO:0015276;GO:0097604;GO:0006816;GO:0006812;GO:0034605;GO:0001580;GO:0050968;GO:0050965;GO:0050960;GO:0007638;GO:0046957;GO:0023041;GO:0007602;GO:0050850;GO:0009408;GO:0009416;GO:0010378;GO:0040040;GO:0043052
isogroup95595	GO:0005737;GO:0007050;GO:0051301;GO:0006417
isogroup23155	GO:0005739;GO:0003697;GO:0006260
isogroup10523	GO:0005884;GO:0005862;GO:0051015;GO:0008307;GO:0007015;GO:0006936
isogroup100434	GO:0005737;GO:0016020;GO:0005654;GO:0019901;GO:0030292;GO:0001933;GO:0051209
isogroup83403	GO:0030424;GO:0043292;GO:0016533;GO:0005737;GO:0030425;GO:0043197;GO:0030426;GO:0016020;GO:0031594;GO:0043025;GO:0005654;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0045296;GO:0005509;GO:0016534;GO:0016301;GO:0019901;GO:0043539;GO:0007411;GO:0007413;GO:0007420;GO:0021549;GO:0009790;GO:0048013;GO:0007213;GO:0021766;GO:0035235;GO:0021819;GO:0030517;GO:0045892;GO:0007158;GO:0030182;GO:0001764;GO:0031175;GO:0018105;GO:0018107;GO:0071158;GO:0043525;GO:0090314;GO:0032956;GO:0061001;GO:0070507;GO:0048511;GO:0021722
isogroup213800	GO:0005829;GO:0016021;GO:0005770;GO:0016020;GO:0043234;GO:0030165;GO:0019887;GO:0000186;GO:1990090;GO:0048813;GO:0001701;GO:0038180;GO:0010976;GO:0045859
isogroup11389	GO:0005739;GO:0051539;GO:0003994;GO:0046872;GO:0006099
isogroup67417	GO:0005743;GO:0052650;GO:0042462;GO:0009644;GO:0010842
isogroup252476	GO:0031463;GO:0005829;GO:0005730;GO:0005654;GO:0048471;GO:0005886;GO:0042803;GO:0016567
isogroup2385	GO:0005765;GO:0005125;GO:0001816;GO:0006355;GO:0019953;GO:0006351
isogroup13693	GO:0005737;GO:0016607;GO:0005634;GO:0048471;GO:0046872;GO:0006397
isogroup156938	GO:0045179;GO:0005737;GO:0005829;GO:0061630;GO:0004842;GO:0008270;GO:0006897;GO:0046331;GO:0007219;GO:0045747;GO:0008104;GO:0000209;GO:0016567;GO:0008593;GO:0007423
isogroup44040	GO:0016021;GO:0001646;GO:0004930;GO:0030308;GO:0007165;GO:0030435
isogroup516421	GO:0016021;GO:0005542;GO:0055085
isogroup41052	GO:0000791;GO:0005700;GO:0048188;GO:0035327;GO:0042800;GO:0003723;GO:0044648;GO:0051568;GO:0080182;GO:0046427;GO:0006355;GO:0006351
isogroup13110	GO:0005938;GO:0005856;GO:0005764;GO:0005886;GO:0008289;GO:0006897
isogroup4168	GO:0005788;GO:0005509;GO:0003755
isogroup230692	GO:0030673;GO:0030054;GO:0043198;GO:0043197;GO:0005789;GO:0005615;GO:0038039;GO:1902710;GO:0005887;GO:0043231;GO:0045121;GO:0031966;GO:0043005;GO:0043025;GO:0045211;GO:0097060;GO:0008021;GO:1990430;GO:0004965;GO:0046982;GO:0008134;GO:0007193;GO:0007214;GO:0007194;GO:0008285;GO:0033602;GO:0032811;GO:0014053;GO:0050805;GO:0001649;GO:0014049;GO:0060124;GO:0030817;GO:0014048;GO:0045471;GO:0035094
isogroup129062	GO:0009986;GO:0009897;GO:0005615;GO:0019897;GO:0005509;GO:0042802;GO:0046982;GO:0030154;GO:0045880;GO:0051260
isogroup40202	GO:0005829;GO:0005739;GO:0004084;GO:0052656;GO:0052654;GO:0052655;GO:0009083;GO:0009098;GO:0009099
isogroup34301	GO:0005634;GO:0008409;GO:0000287;GO:0003729;GO:0000166;GO:0034353;GO:0008152;GO:0006402;GO:0071028;GO:0090305;GO:0050779
isogroup20664	GO:0071819;GO:0005739;GO:0005643;GO:0005654;GO:0000124;GO:0003682;GO:0030374;GO:0003713;GO:0016578;GO:0061179;GO:0016973;GO:0045893;GO:0006357;GO:0006351
isogroup104993	GO:0005892;GO:0030054;GO:0005886;GO:0045211;GO:0042166;GO:0015464;GO:0022848;GO:0001540;GO:0017081;GO:0042803;GO:0015643;GO:0000187;GO:0006816;GO:0006874;GO:0050890;GO:0032720;GO:0045766;GO:0008284;GO:0001666;GO:0035094;GO:0007614;GO:0007165
isogroup402280	GO:0005634;GO:0003677;GO:0007275;GO:0006355
isogroup320467	GO:0003676;GO:0008270;GO:0015074
isogroup7477	GO:0016021
isogroup225004	GO:0004190;GO:0004519;GO:0046872;GO:0003676;GO:0003964
isogroup20129	GO:0005829;GO:0005524;GO:0016301;GO:0030975;GO:0004788;GO:0009229;GO:0006772;GO:0042723
isogroup508499	GO:0005829;GO:0022625;GO:0031012;GO:0005925;GO:0016020;GO:0005634;GO:0005840;GO:0003723;GO:0019843;GO:0003735;GO:0002181;GO:0000184;GO:0006364;GO:0006614;GO:0006412;GO:0006413;GO:0019083
isogroup71267	GO:0042645;GO:0005739;GO:0005634;GO:0003677;GO:0030674;GO:0070584;GO:0016242;GO:0045931
isogroup74976	GO:0005634;GO:0006397
isogroup304233	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0031088;GO:0016404;GO:0005524;GO:0015662;GO:0042626;GO:0043225;GO:0060271;GO:0002576;GO:0048661;GO:0032310;GO:0042493;GO:0014070;GO:0010243;GO:0055085
isogroup141956	GO:0005814;GO:0005813;GO:0098536;GO:0007099
isogroup38914	GO:0031965;GO:0005730;GO:0005654;GO:0005634;GO:0000127;GO:0003677;GO:0042791;GO:0006359;GO:0006383;GO:0006351;GO:0042797
isogroup173736	GO:0005794;GO:0000139;GO:0016021;GO:0004569
isogroup21571	GO:0005618;GO:0005576
isogroup181651	GO:0016021;GO:0005509;GO:0030154;GO:0021536;GO:0030901;GO:0007219
isogroup564579	GO:0005509
isogroup1387	GO:0005829;GO:0033256;GO:0005634;GO:0003682;GO:0051059;GO:0000977;GO:0000981;GO:0007249;GO:0006954;GO:0045087;GO:0000122;GO:0038061;GO:0045944;GO:0034097;GO:0006351
isogroup134973	GO:0071013;GO:0005829;GO:0071011;GO:0005682;GO:0005524;GO:0008380
isogroup72299	GO:0099078;GO:0005765;GO:0005764;GO:0032418
isogroup552346	GO:0005576
isogroup743928	
isogroup144854	GO:0005938;GO:0043197
isogroup353561	GO:0016021;GO:0008158;GO:0043010;GO:0010002;GO:0048635;GO:0045879;GO:0001649;GO:0009954;GO:0031290;GO:0007224
isogroup115297	GO:0050662;GO:0050325
isogroup48085	GO:0005666;GO:0003677;GO:0003899;GO:0051607;GO:0045087;GO:0045089;GO:0032728;GO:0006383
isogroup82019	
isogroup151188	GO:0005879;GO:0005814;GO:0005813;GO:0005634;GO:0005819;GO:0060271
isogroup16354	GO:0000815;GO:0016363;GO:0021549;GO:0007076;GO:0015031;GO:0007034;GO:0016192
isogroup265735	GO:0005737;GO:0005829;GO:0008285
isogroup263492	GO:0005576;GO:0016798;GO:0046872;GO:0004767;GO:0046513;GO:0006685
isogroup51093	GO:0000779;GO:0000799;GO:0005730;GO:0042393;GO:0051301;GO:0030466;GO:0043007;GO:0010032;GO:0051307;GO:0007076;GO:0000070;GO:1903342;GO:0007130;GO:0070058
isogroup17406	GO:0035097;GO:0044666;GO:0005654;GO:0005634;GO:0031490;GO:0051213;GO:0032452;GO:0071558;GO:0042802;GO:0046872;GO:0000978;GO:0060070;GO:0072358;GO:0003007;GO:0051568;GO:0001701;GO:0048333;GO:0035264;GO:0001843;GO:0048570;GO:0010628;GO:0003016;GO:0032525
isogroup38471	GO:0030424;GO:0005829;GO:0019898;GO:0005654;GO:0045202;GO:0043196;GO:0047372;GO:0042803;GO:0046464;GO:0019369;GO:0006633;GO:0060292;GO:0030516;GO:2000124;GO:0050727;GO:0051930;GO:0009966;GO:0019433
isogroup63706	
isogroup460579	GO:0005671;GO:0072686;GO:0005634;GO:0017025;GO:0043966;GO:0000122;GO:0045892
isogroup55592	GO:0005578;GO:0030246
isogroup71073	GO:0030054;GO:0005763;GO:0005654;GO:0003735;GO:0006412
isogroup173586	GO:0005829;GO:0005739;GO:0016607;GO:0043461
isogroup506898	GO:0005634;GO:0003950;GO:0006355;GO:0006351
isogroup414665	GO:0038038;GO:0016021;GO:0005887;GO:0045121;GO:0005886;GO:0015485;GO:0004930;GO:0016595;GO:0008066;GO:0001641;GO:0007216;GO:0007612;GO:0007616;GO:0008049;GO:0007528;GO:0051966;GO:0007614;GO:0072553
isogroup54464	GO:0048471;GO:0030154;GO:0007275;GO:0007283
isogroup35641	GO:0005886;GO:0005509;GO:0030276;GO:0005543;GO:0046982;GO:0042803;GO:0019905;GO:0006887;GO:0006906
isogroup237801	GO:0005737;GO:0036513;GO:0044322;GO:0000836;GO:0019902;GO:0031593;GO:0003723;GO:1904264;GO:0004842;GO:1990381;GO:0051082;GO:0008270;GO:0030968;GO:0000209;GO:0042787;GO:0030433
isogroup23714	GO:0005578;GO:0005509
isogroup145452	GO:0005783;GO:0005789;GO:0000139;GO:0005795;GO:0016021;GO:0005811;GO:0003841;GO:0047184;GO:0047192;GO:0005509;GO:0061024;GO:0036151;GO:0006663
isogroup27226	GO:0005737;GO:0071568;GO:1990592
isogroup67766	GO:0005576
isogroup290398	
isogroup68155	GO:0051213;GO:0046872;GO:0016701;GO:0009072
isogroup126084	GO:0005794;GO:0005525;GO:0015031;GO:0007264;GO:0016192
isogroup90906	GO:0030054;GO:0005829;GO:0030425;GO:0031045;GO:0032009;GO:0070062;GO:0016021;GO:0005765;GO:0005764;GO:0043025;GO:0005778;GO:0005777;GO:0030670;GO:0005886;GO:0042734;GO:0008021;GO:0030672;GO:0043195;GO:0005509;GO:0005544;GO:0005516;GO:0030276;GO:0005546;GO:0001786;GO:0019905;GO:1990927;GO:0048791;GO:0006909;GO:0090385;GO:0001778;GO:0045956;GO:0046850;GO:0017158;GO:0014059;GO:0070092;GO:0050796;GO:0050764;GO:1990926;GO:0036465;GO:0006906;GO:0090119
isogroup8504	GO:0016021;GO:0031090;GO:0005787;GO:0008233;GO:0008236;GO:0006465
isogroup65511	GO:0030877;GO:0005829;GO:0005769;GO:0005634;GO:0005886;GO:0042802;GO:0008022;GO:0061630;GO:0004842;GO:0008270;GO:0007049;GO:0030154;GO:0007275;GO:0051402;GO:2001244;GO:0043161;GO:0031648;GO:0042787;GO:0007283
isogroup182254	GO:0005634;GO:0003677;GO:0009299;GO:0007275;GO:0090698;GO:0006355;GO:0009416
isogroup140495	GO:0005634;GO:0003677;GO:0007417
isogroup48022	GO:0005737;GO:0005815
isogroup343211	GO:0016021;GO:0005886;GO:0044736;GO:0015252;GO:0034220
isogroup165001	GO:0005634;GO:0000979;GO:0003700;GO:0001190;GO:0048483;GO:0007411;GO:0001569;GO:0021930;GO:0021549;GO:0021884;GO:0042472;GO:0021555;GO:0007399;GO:0001755;GO:0021568;GO:0021794
isogroup96977	GO:0005814;GO:0097546;GO:0060271
isogroup67912	GO:0045179;GO:0005737
isogroup31909	GO:0016021
isogroup383124	GO:0005887;GO:0005886;GO:0004930;GO:0001602;GO:0008015;GO:0007268;GO:0007586;GO:0007631;GO:0007186;GO:0007218
isogroup9200	GO:0046872;GO:0019901
isogroup128029	GO:0000779;GO:0016020;GO:0000799;GO:0031618;GO:0005654;GO:0003682;GO:0035064;GO:0051301;GO:0051304;GO:0010032;GO:0007076
isogroup53160	GO:0005694;GO:0000993;GO:0016567;GO:0009411;GO:0006283
isogroup195429	
isogroup49048	GO:0005524;GO:0042296;GO:0061631;GO:0004842;GO:0006974;GO:0032020;GO:1900087;GO:0070979;GO:0070936;GO:0070534
isogroup174874	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup180148	GO:0005694;GO:0005634;GO:0003677;GO:0070530;GO:0046872;GO:0031593;GO:0043130;GO:0006974;GO:0031398;GO:0009411;GO:0019985
isogroup4090	GO:0005769;GO:0005783;GO:0005886;GO:0005819;GO:0004725;GO:0008138;GO:0007049;GO:0007275
isogroup112870	GO:0008074;GO:0016021;GO:0005886;GO:0043235;GO:0005524;GO:0005525;GO:0004383;GO:0016941;GO:0017046;GO:0004672;GO:0019901;GO:0007166;GO:0006182;GO:0042417;GO:0035556;GO:0048662;GO:0030828;GO:0007168;GO:0050880
isogroup50848	GO:0005930;GO:0005737;GO:0030154;GO:0060271;GO:0060294;GO:0007283
isogroup15178	GO:0016235;GO:0016020;GO:0005730;GO:0008409;GO:0004534;GO:0046872;GO:0003723;GO:0001147;GO:0016049;GO:0000738;GO:0006353;GO:0006397;GO:0006355;GO:0007283
isogroup30064	GO:0005737;GO:0005524;GO:0000287;GO:0004674;GO:0060351;GO:0001958;GO:0035108;GO:0035264;GO:0006468;GO:0032880;GO:0048705
isogroup212855	GO:0005737;GO:0005634
isogroup456	GO:0070062;GO:0005887;GO:0043005;GO:0043025;GO:0005886;GO:0035373;GO:0008201;GO:0032403;GO:0004725;GO:0005001;GO:0007155;GO:0016477;GO:1900121;GO:0031102;GO:0035335;GO:0048679;GO:0007185
isogroup284419	GO:0000794;GO:0005737;GO:0005829;GO:0072687;GO:0031514;GO:0005634;GO:0001520;GO:0036126;GO:0035082;GO:0051321;GO:0007286
isogroup149507	GO:0016604;GO:0005654;GO:0005634;GO:0035312;GO:0008409;GO:0003682;GO:0003677;GO:0051908;GO:0004527;GO:0048256;GO:0046872;GO:0004523;GO:0045145;GO:0006310;GO:0006281;GO:0006260;GO:0000731;GO:0002455;GO:0045190;GO:0051321;GO:0006298;GO:1901796;GO:0016446;GO:0000732;GO:0090656
isogroup198623	GO:0016021;GO:0005886
isogroup256856	GO:0016324;GO:0060170;GO:0005887;GO:0031514;GO:0034706;GO:0015280;GO:0050891;GO:0055078;GO:0035725
isogroup153561	GO:0005829;GO:0070062;GO:0005654;GO:0005886;GO:0004074;GO:0042602;GO:0042167
isogroup27025	GO:0016020;GO:0005634;GO:0003677;GO:0003713;GO:0003700;GO:0048469;GO:0060216;GO:0030098;GO:0030099;GO:0001649;GO:0045944;GO:0000209;GO:0006366
isogroup4457	GO:0005737;GO:0003680;GO:0008301;GO:0042277;GO:0008270;GO:0071236;GO:0071493;GO:0008630;GO:0010043
isogroup378309	GO:0008138
isogroup346820	GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0007413;GO:0060271;GO:0036514;GO:0007156;GO:0001764;GO:1904938;GO:0032880;GO:0001932;GO:0036515
isogroup34223	GO:0030424;GO:0005911;GO:0016021;GO:0005887;GO:0005509;GO:0030246;GO:0004930;GO:0007166;GO:0098742;GO:0007186;GO:0031987;GO:0001764;GO:0051965;GO:0042220;GO:0007416
isogroup375410	GO:0005783;GO:0016021;GO:0005739;GO:0005886;GO:0043235;GO:1990909;GO:1990851;GO:1904928;GO:0071936;GO:0042813;GO:0017147;GO:0060612;GO:0060033;GO:0009952;GO:1902262;GO:1904886;GO:0048539;GO:0060349;GO:0046849;GO:0060444;GO:0060070;GO:0042074;GO:0060764;GO:0042632;GO:0008203;GO:0042733;GO:0006897;GO:0035426;GO:0001702;GO:0006007;GO:0045668;GO:0071901;GO:0002076;GO:0008284;GO:0045600;GO:0002053;GO:0045840;GO:0033690;GO:0051091;GO:0045944;GO:0045893;GO:0042981;GO:0008217;GO:0046850;GO:0060828;GO:0061178;GO:0043434;GO:0009314;GO:0060042;GO:0061304;GO:0035019;GO:0016055;GO:0044332
isogroup417289	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005509;GO:0007049;GO:0051301;GO:0050896;GO:0007601
isogroup51897	GO:0043194;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0005200;GO:0007409;GO:0071286;GO:0007016;GO:0006888;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0072661;GO:0043266;GO:0007165
isogroup39473	GO:0005741;GO:0046872;GO:0046982;GO:0042803;GO:0008479;GO:0008616;GO:0101030
isogroup13743	GO:0005765;GO:0005886;GO:0033181;GO:0000221;GO:0046961;GO:0015991;GO:0008340;GO:0033227;GO:0007035
isogroup69404	GO:0005634;GO:0004519;GO:0003676;GO:0008233;GO:0003964;GO:0015074;GO:0006313
isogroup4180	GO:0005737;GO:0005634;GO:0003677;GO:0000978;GO:0043565;GO:0003700;GO:0001077;GO:0048856;GO:0048701;GO:0048704;GO:0061197;GO:0048699;GO:0042472;GO:0008584;GO:0030238;GO:0046661;GO:0072075;GO:0051451;GO:0061055;GO:0043066;GO:0043524;GO:1902725;GO:0045892;GO:0030910;GO:0060037;GO:0090190;GO:0045944;GO:0045893;GO:0072107;GO:0034504;GO:0072095;GO:0050678;GO:0010468;GO:0032880;GO:0008582;GO:0045214;GO:0098528;GO:0007519;GO:0048538;GO:0043586;GO:0061551
isogroup31617	GO:0005615;GO:0005516;GO:0003677;GO:0004181;GO:0008270;GO:0006518;GO:0016485;GO:0006355;GO:0006351
isogroup32110	GO:0005737;GO:0070062;GO:0019905;GO:0006974;GO:0015758;GO:0008286;GO:1902808;GO:0010838;GO:0050821;GO:0006605;GO:0061178
isogroup184975	GO:0005829;GO:0031210;GO:0008525;GO:0015914
isogroup437514	GO:0005634;GO:0003677;GO:0003700;GO:0006351
isogroup16181	
isogroup162366	GO:0000781;GO:0031410;GO:1990391;GO:0005654;GO:0005634;GO:0005819;GO:0016303;GO:0005524;GO:0003677;GO:0004677;GO:0016301;GO:0032403;GO:0046983;GO:0004672;GO:0047485;GO:0004674;GO:0007420;GO:0007050;GO:0006974;GO:0071480;GO:0071500;GO:0071481;GO:0070192;GO:0008340;GO:0000077;GO:0006975;GO:0006281;GO:0000724;GO:0097694;GO:0007292;GO:0008585;GO:0007143;GO:0007507;GO:0071044;GO:0002376;GO:0002377;GO:0008630;GO:0042159;GO:0007140;GO:0045141;GO:0007094;GO:0035264;GO:0030889;GO:1904354;GO:1904262;GO:0051402;GO:0048599;GO:0001541;GO:0036289;GO:0018105;GO:0043065;GO:0043517;GO:0033129;GO:0043525;GO:1904884;GO:0032212;GO:1904358;GO:0009791;GO:0002331;GO:0046777;GO:0006468;GO:0010506;GO:0032210;GO:0090399;GO:0001666;GO:0010212;GO:0072434;GO:0001756;GO:0048538;GO:0033151
isogroup85921	GO:0031084;GO:0006996;GO:0043473
isogroup528793	GO:0030054;GO:0005737;GO:0038039;GO:1902710;GO:0005887;GO:0043005;GO:0005886;GO:0045211;GO:0004965;GO:0046982;GO:0007268;GO:0007186;GO:0007214;GO:0007194
isogroup410256	GO:0072562;GO:0070062
isogroup115618	GO:0005737;GO:0047964;GO:0051287
isogroup23641	GO:0035869;GO:0016021;GO:0060271;GO:0030111
isogroup65718	GO:0000777;GO:0005737;GO:0000776;GO:0005815;GO:0005664;GO:0005634;GO:0005721;GO:0031933;GO:0003682;GO:0008327;GO:0035064;GO:0006325;GO:0016569;GO:0006260;GO:0071169
isogroup9326	GO:0005737;GO:0043197;GO:0030426;GO:1990812;GO:1990761;GO:0030027;GO:0044304;GO:0043025;GO:0016607;GO:0005654;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0043234;GO:0045202;GO:0001540;GO:0003682;GO:0042393;GO:0070064;GO:0032403;GO:0048156;GO:0008134;GO:0006915;GO:0007409;GO:0007050;GO:0006974;GO:0006302;GO:0043967;GO:0030308;GO:0050760;GO:0000122;GO:0043065;GO:0045739;GO:0010976;GO:0050714;GO:0045944;GO:0045893;GO:0006355;GO:0010039;GO:0007165;GO:0006351
isogroup20274	GO:0005739;GO:0071546;GO:0071547;GO:0003723;GO:0030154;GO:0043046;GO:0009566;GO:0031047;GO:0007140;GO:0034587;GO:0007283
isogroup6138	GO:0005576;GO:0005811;GO:0016020;GO:0030496;GO:0005739;GO:0005634;GO:0031093;GO:0016491;GO:0002576
isogroup1122	GO:0012505;GO:0016021;GO:0008250;GO:0004579;GO:0006915;GO:0006487
isogroup534113	GO:0016021;GO:0005886;GO:0005524;GO:0005516;GO:0030246;GO:0004674;GO:0006468;GO:0048544
isogroup512	GO:0005764;GO:0008234
isogroup36948	GO:0016323;GO:0005887;GO:0043231;GO:0016020;GO:0043005;GO:0005886;GO:0042383;GO:0036126;GO:0097228;GO:0030315;GO:0030018;GO:0005524;GO:0005388;GO:0005516;GO:0046872;GO:0050998;GO:0036487;GO:0030165;GO:0019901;GO:0030346;GO:1901660;GO:0070588;GO:0006816;GO:0006874;GO:0071872;GO:0030317;GO:0021766;GO:1901205;GO:1900082;GO:0070885;GO:1903243;GO:1903249;GO:0045019;GO:0010751;GO:0051001;GO:0098736;GO:0003407;GO:2000481;GO:0033138;GO:1902806;GO:0006357;GO:0051599;GO:0007283
isogroup111605	GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0004177;GO:0070006;GO:0042277;GO:0008270;GO:0071456;GO:0043171;GO:1903955;GO:0006508
isogroup337822	GO:0016021
isogroup226549	GO:0016021;GO:0019838;GO:0008201;GO:0046872;GO:0017154;GO:0005021;GO:0001525;GO:0009887;GO:0007411;GO:0035767;GO:0048010
isogroup96444	GO:0044305;GO:0030054;GO:0005737;GO:0005886;GO:0048786;GO:0042734;GO:0043195;GO:0019992;GO:0046872;GO:0007268;GO:0035556;GO:0031914;GO:0016079
isogroup202904	GO:0005737;GO:0005576;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
isogroup141794	GO:0016787
isogroup74241	GO:0005901;GO:0031410;GO:0030659;GO:0070062;GO:0016021;GO:0043231;GO:0031965;GO:0005886;GO:0005543;GO:0034605;GO:0007520;GO:0001778;GO:0030947
isogroup329557	GO:0005615;GO:0004252;GO:0008203
isogroup636217	GO:0005524
isogroup284298	GO:0003676;GO:0008270;GO:0015074
