sym3_c0_seq1	sym3
sym232772_c0_seq1	sym232772
sym232772_c0_seq3	sym232772
sym232777_c0_seq1	sym232777
sym232777_c0_seq2	sym232777
sym232778_c0_seq1	sym232778
sym232778_c0_seq2	sym232778
sym232779_c0_seq1	sym232779
sym232786_c0_seq1	sym232786
sym232788_c0_seq1	sym232788
sym232790_c0_seq1	sym232790
sym232790_c0_seq2	sym232790
sym232794_c0_seq1	sym232794
sym232807_c0_seq1	sym232807
sym232807_c0_seq3	sym232807
sym232807_c0_seq4	sym232807
sym232809_c0_seq2	sym232809
sym232809_c0_seq12	sym232809
sym232809_c0_seq17	sym232809
sym232809_c0_seq20	sym232809
sym232809_c0_seq24	sym232809
sym232809_c0_seq27	sym232809
sym232812_c1_seq1	sym232812
sym232812_c1_seq2	sym232812
sym232816_c0_seq1	sym232816
sym232816_c1_seq1	sym232816
sym232816_c1_seq2	sym232816
sym232816_c1_seq3	sym232816
sym232816_c1_seq4	sym232816
sym232821_c0_seq3	sym232821
sym232821_c0_seq7	sym232821
sym232826_c0_seq5	sym232826
sym232826_c0_seq7	sym232826
sym232828_c0_seq1	sym232828
sym232828_c0_seq2	sym232828
sym232860_c0_seq1	sym232860
sym232867_c0_seq1	sym232867
sym232937_c1_seq1	sym232937
sym232937_c1_seq2	sym232937
sym232959_c0_seq1	sym232959
sym232959_c0_seq2	sym232959
sym232959_c0_seq5	sym232959
sym232959_c0_seq6	sym232959
sym232959_c0_seq8	sym232959
sym232959_c0_seq9	sym232959
sym232959_c0_seq10	sym232959
sym232959_c0_seq11	sym232959
sym232965_c0_seq2	sym232965
sym232980_c0_seq1	sym232980
sym233069_c0_seq1	sym233069
sym233069_c0_seq2	sym233069
sym233069_c0_seq3	sym233069
sym233073_c0_seq1	sym233073
sym233073_c0_seq2	sym233073
sym233073_c0_seq3	sym233073
sym233073_c0_seq4	sym233073
sym233073_c0_seq5	sym233073
sym233073_c0_seq6	sym233073
sym233073_c0_seq7	sym233073
sym233073_c0_seq8	sym233073
sym233073_c1_seq1	sym233073
sym233074_c0_seq1	sym233074
sym233074_c0_seq2	sym233074
sym233074_c0_seq3	sym233074
sym233074_c0_seq4	sym233074
sym233074_c0_seq5	sym233074
sym233074_c0_seq6	sym233074
sym233085_c0_seq3	sym233085
sym233085_c0_seq4	sym233085
sym233098_c0_seq1	sym233098
sym233098_c0_seq3	sym233098
sym233121_c0_seq1	sym233121
sym233121_c0_seq2	sym233121
sym233121_c0_seq3	sym233121
sym233121_c0_seq4	sym233121
sym233121_c0_seq5	sym233121
sym233121_c0_seq6	sym233121
sym233121_c0_seq7	sym233121
sym233121_c0_seq8	sym233121
sym233128_c0_seq1	sym233128
sym233128_c0_seq3	sym233128
sym233128_c0_seq4	sym233128
sym233128_c0_seq7	sym233128
sym233128_c0_seq9	sym233128
sym233128_c0_seq10	sym233128
sym233151_c0_seq1	sym233151
sym233155_c0_seq1	sym233155
sym233155_c0_seq3	sym233155
sym233171_c0_seq23	sym233171
sym233174_c0_seq1	sym233174
sym233174_c0_seq2	sym233174
sym233198_c0_seq1	sym233198
sym233198_c0_seq2	sym233198
sym233208_c0_seq1	sym233208
sym233208_c0_seq2	sym233208
sym233208_c0_seq3	sym233208
sym233208_c0_seq4	sym233208
sym233219_c0_seq1	sym233219
sym233254_c1_seq4	sym233254
sym233254_c1_seq5	sym233254
sym233254_c1_seq6	sym233254
sym233254_c1_seq7	sym233254
sym233254_c1_seq9	sym233254
sym233254_c1_seq13	sym233254
sym233254_c1_seq16	sym233254
sym233254_c1_seq19	sym233254
sym233254_c1_seq22	sym233254
sym233254_c1_seq24	sym233254
sym233254_c1_seq25	sym233254
sym233254_c1_seq26	sym233254
sym233254_c1_seq28	sym233254
sym233254_c1_seq30	sym233254
sym233255_c0_seq7	sym233255
sym233277_c0_seq1	sym233277
sym233277_c0_seq2	sym233277
sym233277_c0_seq3	sym233277
sym233284_c0_seq1	sym233284
sym233288_c0_seq1	sym233288
sym233302_c1_seq1	sym233302
sym233302_c1_seq5	sym233302
sym233302_c1_seq10	sym233302
sym233336_c0_seq2	sym233336
sym233360_c0_seq2	sym233360
sym233360_c0_seq3	sym233360
sym233367_c0_seq1	sym233367
sym233368_c0_seq4	sym233368
sym233380_c0_seq2	sym233380
sym233388_c0_seq1	sym233388
sym233391_c0_seq3	sym233391
sym233394_c0_seq1	sym233394
sym233394_c0_seq2	sym233394
sym233394_c0_seq3	sym233394
sym233394_c0_seq4	sym233394
sym233433_c0_seq1	sym233433
sym233433_c0_seq2	sym233433
sym233433_c0_seq3	sym233433
sym233433_c0_seq7	sym233433
sym233433_c0_seq8	sym233433
sym233433_c0_seq10	sym233433
sym233433_c0_seq12	sym233433
sym233433_c0_seq13	sym233433
sym233433_c0_seq14	sym233433
sym233477_c0_seq23	sym233477
sym233479_c0_seq1	sym233479
sym233479_c0_seq2	sym233479
sym233494_c0_seq1	sym233494
sym233589_c0_seq1	sym233589
sym233589_c0_seq2	sym233589
sym233589_c0_seq3	sym233589
sym233589_c0_seq4	sym233589
sym233589_c0_seq5	sym233589
sym233589_c0_seq6	sym233589
sym233589_c0_seq7	sym233589
sym233589_c0_seq8	sym233589
sym233601_c0_seq1	sym233601
sym233609_c0_seq1	sym233609
sym233613_c0_seq1	sym233613
sym233634_c0_seq1	sym233634
sym233634_c0_seq3	sym233634
sym233634_c0_seq4	sym233634
sym233634_c0_seq5	sym233634
sym233634_c0_seq6	sym233634
sym233634_c0_seq8	sym233634
sym233634_c0_seq9	sym233634
sym233634_c0_seq10	sym233634
sym233634_c0_seq11	sym233634
sym233634_c0_seq12	sym233634
sym233634_c0_seq13	sym233634
sym233634_c0_seq15	sym233634
sym233634_c0_seq18	sym233634
sym233634_c0_seq20	sym233634
sym233634_c0_seq22	sym233634
sym233634_c0_seq27	sym233634
sym233634_c0_seq28	sym233634
sym233634_c0_seq30	sym233634
sym233634_c0_seq32	sym233634
sym233634_c0_seq37	sym233634
sym233634_c0_seq44	sym233634
sym233634_c0_seq50	sym233634
sym233634_c0_seq51	sym233634
sym233634_c0_seq53	sym233634
sym233634_c0_seq54	sym233634
sym233634_c0_seq55	sym233634
sym233634_c0_seq56	sym233634
sym233634_c0_seq58	sym233634
sym233634_c0_seq59	sym233634
sym233634_c0_seq62	sym233634
sym233692_c0_seq1	sym233692
sym233710_c1_seq1	sym233710
sym233740_c0_seq1	sym233740
sym233774_c0_seq1	sym233774
sym233774_c0_seq2	sym233774
sym233797_c0_seq8	sym233797
sym233803_c0_seq1	sym233803
sym233803_c0_seq2	sym233803
sym233803_c0_seq3	sym233803
sym233803_c0_seq4	sym233803
sym233819_c0_seq1	sym233819
sym233819_c0_seq2	sym233819
sym233819_c0_seq3	sym233819
sym233819_c0_seq4	sym233819
sym233831_c0_seq1	sym233831
sym233844_c0_seq1	sym233844
sym233863_c0_seq1	sym233863
sym233868_c0_seq1	sym233868
sym233923_c0_seq3	sym233923
sym233923_c0_seq4	sym233923
sym233923_c0_seq6	sym233923
sym233923_c0_seq7	sym233923
sym233923_c0_seq8	sym233923
sym233923_c0_seq11	sym233923
sym233923_c0_seq14	sym233923
sym233923_c0_seq17	sym233923
sym233923_c0_seq18	sym233923
sym233923_c0_seq19	sym233923
sym233923_c0_seq21	sym233923
sym233923_c0_seq22	sym233923
sym233923_c0_seq23	sym233923
sym233923_c0_seq27	sym233923
sym233923_c0_seq28	sym233923
sym233923_c0_seq29	sym233923
sym233923_c0_seq33	sym233923
sym233923_c0_seq35	sym233923
sym233923_c0_seq36	sym233923
sym233923_c0_seq37	sym233923
sym233923_c0_seq38	sym233923
sym233923_c0_seq39	sym233923
sym233957_c0_seq1	sym233957
sym233957_c0_seq2	sym233957
sym233962_c0_seq1	sym233962
sym233992_c0_seq3	sym233992
sym233992_c0_seq9	sym233992
sym233992_c0_seq10	sym233992
sym233992_c0_seq14	sym233992
sym233992_c0_seq19	sym233992
sym233992_c0_seq23	sym233992
sym234015_c0_seq2	sym234015
sym234073_c1_seq1	sym234073
sym234073_c1_seq2	sym234073
sym234073_c1_seq3	sym234073
sym234073_c1_seq4	sym234073
sym234074_c0_seq1	sym234074
sym234074_c0_seq2	sym234074
sym234074_c0_seq3	sym234074
sym234083_c0_seq1	sym234083
sym234083_c0_seq2	sym234083
sym234083_c0_seq3	sym234083
sym234083_c0_seq4	sym234083
sym234083_c0_seq5	sym234083
sym234083_c0_seq6	sym234083
sym234083_c0_seq7	sym234083
sym234083_c0_seq8	sym234083
sym234083_c0_seq9	sym234083
sym234083_c0_seq10	sym234083
sym234083_c0_seq11	sym234083
sym234083_c0_seq12	sym234083
sym234083_c0_seq13	sym234083
sym234083_c0_seq14	sym234083
sym234091_c0_seq1	sym234091
sym234097_c0_seq1	sym234097
sym234097_c0_seq3	sym234097
sym234097_c0_seq4	sym234097
sym234106_c0_seq2	sym234106
sym234121_c0_seq1	sym234121
sym234121_c0_seq3	sym234121
sym234159_c0_seq1	sym234159
sym234173_c0_seq6	sym234173
sym234173_c0_seq7	sym234173
sym234173_c0_seq9	sym234173
sym234173_c0_seq10	sym234173
sym234188_c0_seq1	sym234188
sym234188_c0_seq2	sym234188
sym234213_c0_seq1	sym234213
sym234213_c0_seq2	sym234213
sym234213_c0_seq3	sym234213
sym234213_c0_seq4	sym234213
sym234213_c0_seq5	sym234213
sym234213_c0_seq6	sym234213
sym234213_c0_seq7	sym234213
sym234213_c0_seq8	sym234213
sym234222_c0_seq14	sym234222
sym234222_c0_seq17	sym234222
sym234222_c0_seq22	sym234222
sym234226_c0_seq1	sym234226
sym234226_c0_seq2	sym234226
sym234260_c0_seq1	sym234260
sym234260_c0_seq2	sym234260
sym234275_c1_seq2	sym234275
sym234288_c0_seq1	sym234288
sym234288_c0_seq2	sym234288
sym234288_c0_seq3	sym234288
sym234301_c0_seq1	sym234301
sym234301_c0_seq2	sym234301
sym234301_c0_seq3	sym234301
sym234301_c0_seq4	sym234301
sym234301_c0_seq5	sym234301
sym234301_c0_seq6	sym234301
sym234301_c0_seq7	sym234301
sym234301_c0_seq8	sym234301
sym234301_c0_seq10	sym234301
sym234301_c0_seq11	sym234301
sym234301_c0_seq13	sym234301
sym234301_c0_seq14	sym234301
sym234301_c0_seq15	sym234301
sym234301_c0_seq16	sym234301
sym234301_c0_seq17	sym234301
sym234301_c0_seq18	sym234301
sym234332_c0_seq1	sym234332
sym234332_c0_seq3	sym234332
sym234332_c0_seq8	sym234332
sym234378_c1_seq1	sym234378
sym234378_c1_seq2	sym234378
sym234401_c0_seq1	sym234401
sym234401_c0_seq2	sym234401
sym234401_c0_seq3	sym234401
sym234401_c0_seq4	sym234401
sym234411_c0_seq1	sym234411
sym234411_c0_seq2	sym234411
sym234427_c0_seq1	sym234427
sym234437_c0_seq1	sym234437
sym234440_c1_seq1	sym234440
sym234440_c2_seq1	sym234440
sym234440_c2_seq2	sym234440
sym234451_c0_seq1	sym234451
sym234451_c0_seq2	sym234451
sym234451_c0_seq3	sym234451
sym234451_c0_seq4	sym234451
sym234451_c0_seq5	sym234451
sym234451_c0_seq7	sym234451
sym234451_c0_seq9	sym234451
sym234451_c0_seq10	sym234451
sym234522_c0_seq1	sym234522
sym234522_c0_seq2	sym234522
sym234522_c0_seq3	sym234522
sym234540_c0_seq1	sym234540
sym234540_c0_seq2	sym234540
sym234540_c0_seq3	sym234540
sym234574_c0_seq2	sym234574
sym234574_c0_seq4	sym234574
sym234604_c0_seq2	sym234604
sym234604_c0_seq4	sym234604
sym234604_c0_seq8	sym234604
sym234604_c0_seq19	sym234604
sym234604_c0_seq20	sym234604
sym234604_c0_seq27	sym234604
sym234604_c0_seq30	sym234604
sym234604_c0_seq32	sym234604
sym234656_c0_seq3	sym234656
sym234674_c0_seq1	sym234674
sym234699_c0_seq1	sym234699
sym234699_c0_seq2	sym234699
sym234699_c0_seq3	sym234699
sym234701_c0_seq1	sym234701
sym234701_c0_seq2	sym234701
sym234715_c0_seq2	sym234715
sym234715_c0_seq4	sym234715
sym234766_c0_seq1	sym234766
sym234766_c0_seq2	sym234766
sym234766_c0_seq3	sym234766
sym234766_c0_seq4	sym234766
sym234766_c0_seq5	sym234766
sym234822_c0_seq1	sym234822
sym234849_c0_seq1	sym234849
sym234849_c0_seq2	sym234849
sym234894_c0_seq1	sym234894
sym234894_c0_seq2	sym234894
sym234945_c0_seq2	sym234945
sym234945_c0_seq5	sym234945
sym234946_c0_seq1	sym234946
sym234982_c0_seq1	sym234982
sym234982_c0_seq5	sym234982
sym234982_c0_seq6	sym234982
sym234982_c0_seq7	sym234982
sym234982_c0_seq9	sym234982
sym234982_c0_seq10	sym234982
sym234982_c0_seq11	sym234982
sym234983_c0_seq1	sym234983
sym234984_c1_seq1	sym234984
sym234984_c1_seq2	sym234984
sym234984_c1_seq3	sym234984
sym234984_c1_seq4	sym234984
sym234984_c1_seq5	sym234984
sym234984_c1_seq7	sym234984
sym234984_c1_seq8	sym234984
sym235003_c0_seq1	sym235003
sym235003_c0_seq3	sym235003
sym235004_c2_seq1	sym235004
sym235004_c2_seq2	sym235004
sym235004_c2_seq3	sym235004
sym235004_c2_seq4	sym235004
sym235011_c0_seq1	sym235011
sym235014_c0_seq1	sym235014
sym235014_c0_seq2	sym235014
sym235014_c0_seq3	sym235014
sym235014_c0_seq4	sym235014
sym235014_c0_seq5	sym235014
sym235014_c0_seq6	sym235014
sym235014_c0_seq8	sym235014
sym235014_c0_seq9	sym235014
sym235043_c0_seq5	sym235043
sym235043_c0_seq6	sym235043
sym235044_c0_seq1	sym235044
sym235044_c0_seq3	sym235044
sym235061_c0_seq1	sym235061
sym235061_c0_seq2	sym235061
sym235061_c0_seq3	sym235061
sym235061_c0_seq4	sym235061
sym235061_c0_seq5	sym235061
sym235061_c0_seq6	sym235061
sym235061_c0_seq7	sym235061
sym235061_c0_seq8	sym235061
sym235061_c0_seq9	sym235061
sym235061_c0_seq10	sym235061
sym235061_c0_seq11	sym235061
sym235080_c0_seq1	sym235080
sym235080_c0_seq2	sym235080
sym235083_c0_seq1	sym235083
sym235085_c0_seq1	sym235085
sym235088_c0_seq1	sym235088
sym235088_c0_seq2	sym235088
sym235088_c0_seq3	sym235088
sym235088_c0_seq4	sym235088
sym235088_c0_seq5	sym235088
sym235088_c0_seq6	sym235088
sym235088_c0_seq7	sym235088
sym235088_c0_seq8	sym235088
sym235088_c0_seq9	sym235088
sym235088_c0_seq10	sym235088
sym235088_c0_seq11	sym235088
sym235088_c0_seq13	sym235088
sym235088_c0_seq14	sym235088
sym235088_c0_seq15	sym235088
sym235088_c0_seq16	sym235088
sym235091_c0_seq1	sym235091
sym235091_c1_seq1	sym235091
sym235107_c0_seq2	sym235107
sym235117_c1_seq1	sym235117
sym235132_c0_seq2	sym235132
sym235132_c0_seq3	sym235132
sym235132_c0_seq4	sym235132
sym235132_c0_seq6	sym235132
sym235132_c0_seq7	sym235132
sym235132_c0_seq8	sym235132
sym235150_c0_seq41	sym235150
sym235150_c0_seq47	sym235150
sym235150_c0_seq49	sym235150
sym235150_c0_seq54	sym235150
sym235150_c0_seq61	sym235150
sym235150_c0_seq80	sym235150
sym235150_c0_seq81	sym235150
sym235161_c0_seq1	sym235161
sym235161_c0_seq2	sym235161
sym235165_c0_seq2	sym235165
sym235165_c0_seq5	sym235165
sym235170_c0_seq1	sym235170
sym235208_c0_seq1	sym235208
sym235208_c0_seq2	sym235208
sym235215_c0_seq1	sym235215
sym235239_c0_seq1	sym235239
sym235239_c0_seq2	sym235239
sym235244_c0_seq1	sym235244
sym235244_c0_seq2	sym235244
sym235244_c0_seq3	sym235244
sym235244_c0_seq4	sym235244
sym235244_c0_seq5	sym235244
sym235244_c0_seq6	sym235244
sym235245_c2_seq1	sym235245
sym235248_c0_seq1	sym235248
sym235248_c0_seq2	sym235248
sym235253_c0_seq1	sym235253
sym235253_c0_seq2	sym235253
sym235258_c0_seq1	sym235258
sym235258_c0_seq2	sym235258
sym235310_c0_seq1	sym235310
sym235327_c1_seq1	sym235327
sym235327_c1_seq2	sym235327
sym235327_c1_seq5	sym235327
sym235327_c1_seq7	sym235327
sym235327_c1_seq8	sym235327
sym235330_c0_seq4	sym235330
sym235330_c0_seq5	sym235330
sym235373_c0_seq1	sym235373
sym235373_c0_seq2	sym235373
sym235390_c0_seq1	sym235390
sym235393_c0_seq1	sym235393
sym235393_c0_seq2	sym235393
sym235393_c0_seq4	sym235393
sym235395_c0_seq1	sym235395
sym235402_c0_seq1	sym235402
sym235402_c0_seq2	sym235402
sym235402_c0_seq3	sym235402
sym235402_c0_seq4	sym235402
sym235402_c0_seq5	sym235402
sym235405_c0_seq13	sym235405
sym235410_c0_seq1	sym235410
sym235414_c0_seq1	sym235414
sym235414_c0_seq2	sym235414
sym235414_c0_seq3	sym235414
sym235414_c0_seq4	sym235414
sym235425_c0_seq3	sym235425
sym235425_c0_seq4	sym235425
sym235443_c0_seq1	sym235443
sym235443_c0_seq2	sym235443
sym235443_c0_seq3	sym235443
sym235443_c0_seq4	sym235443
sym235443_c0_seq6	sym235443
sym235455_c0_seq1	sym235455
sym235455_c0_seq2	sym235455
sym235455_c0_seq3	sym235455
sym235455_c0_seq4	sym235455
sym235455_c0_seq5	sym235455
sym235455_c0_seq6	sym235455
sym235455_c0_seq7	sym235455
sym235455_c0_seq8	sym235455
sym235457_c0_seq1	sym235457
sym235461_c0_seq1	sym235461
sym235468_c0_seq1	sym235468
sym235481_c0_seq1	sym235481
sym235481_c0_seq3	sym235481
sym235481_c0_seq5	sym235481
sym235481_c0_seq6	sym235481
sym235481_c0_seq7	sym235481
sym235481_c0_seq8	sym235481
sym235481_c0_seq9	sym235481
sym235481_c0_seq10	sym235481
sym235481_c0_seq11	sym235481
sym235481_c0_seq13	sym235481
sym235481_c0_seq14	sym235481
sym235481_c0_seq15	sym235481
sym235481_c0_seq16	sym235481
sym235481_c0_seq17	sym235481
sym235481_c0_seq18	sym235481
sym235481_c0_seq19	sym235481
sym235481_c0_seq20	sym235481
sym235481_c0_seq21	sym235481
sym235481_c0_seq22	sym235481
sym235481_c0_seq23	sym235481
sym235488_c0_seq1	sym235488
sym235488_c0_seq4	sym235488
sym235496_c0_seq1	sym235496
sym235516_c0_seq2	sym235516
sym235520_c0_seq1	sym235520
sym235520_c0_seq2	sym235520
sym235545_c0_seq1	sym235545
sym235545_c0_seq2	sym235545
sym235552_c0_seq1	sym235552
sym235552_c0_seq2	sym235552
sym235552_c0_seq4	sym235552
sym235552_c0_seq5	sym235552
sym235552_c0_seq6	sym235552
sym235552_c0_seq7	sym235552
sym235552_c0_seq8	sym235552
sym235552_c0_seq9	sym235552
sym235552_c0_seq10	sym235552
sym235552_c0_seq11	sym235552
sym235552_c0_seq12	sym235552
sym235552_c0_seq13	sym235552
sym235552_c0_seq14	sym235552
sym235552_c0_seq15	sym235552
sym235552_c0_seq16	sym235552
sym235552_c0_seq17	sym235552
sym235552_c0_seq18	sym235552
sym235552_c0_seq19	sym235552
sym235552_c0_seq20	sym235552
sym235552_c0_seq21	sym235552
sym235552_c0_seq22	sym235552
sym235552_c0_seq23	sym235552
sym235552_c0_seq24	sym235552
sym235552_c0_seq25	sym235552
sym235565_c0_seq12	sym235565
sym235565_c0_seq30	sym235565
sym235565_c0_seq57	sym235565
sym235565_c0_seq60	sym235565
sym235589_c0_seq1	sym235589
sym235589_c0_seq2	sym235589
sym235626_c0_seq4	sym235626
sym235626_c0_seq8	sym235626
sym235626_c0_seq11	sym235626
sym235626_c0_seq12	sym235626
sym235632_c0_seq1	sym235632
sym235632_c0_seq2	sym235632
sym235633_c0_seq2	sym235633
sym235642_c0_seq1	sym235642
sym235642_c1_seq1	sym235642
sym235661_c0_seq1	sym235661
sym235661_c0_seq3	sym235661
sym235661_c0_seq4	sym235661
sym235661_c0_seq5	sym235661
sym235676_c0_seq2	sym235676
sym235676_c0_seq3	sym235676
sym235676_c0_seq4	sym235676
sym235676_c0_seq5	sym235676
sym235676_c0_seq6	sym235676
sym235676_c0_seq8	sym235676
sym235676_c0_seq11	sym235676
sym235676_c0_seq15	sym235676
sym235676_c0_seq20	sym235676
sym235676_c0_seq23	sym235676
sym235676_c0_seq24	sym235676
sym235676_c0_seq36	sym235676
sym235677_c0_seq1	sym235677
sym235708_c0_seq1	sym235708
sym235724_c0_seq1	sym235724
sym235724_c0_seq2	sym235724
sym235727_c0_seq1	sym235727
sym235728_c1_seq1	sym235728
sym235728_c1_seq4	sym235728
sym235728_c1_seq5	sym235728
sym235728_c1_seq6	sym235728
sym235728_c1_seq7	sym235728
sym235728_c1_seq8	sym235728
sym235728_c1_seq9	sym235728
sym235728_c1_seq10	sym235728
sym235734_c0_seq1	sym235734
sym235735_c0_seq1	sym235735
sym235735_c0_seq2	sym235735
sym235735_c0_seq3	sym235735
sym235735_c0_seq4	sym235735
sym235735_c0_seq5	sym235735
sym235735_c0_seq6	sym235735
sym235739_c0_seq1	sym235739
sym235739_c0_seq2	sym235739
sym235739_c0_seq3	sym235739
sym235739_c0_seq4	sym235739
sym235739_c0_seq5	sym235739
sym235739_c0_seq6	sym235739
sym235755_c0_seq1	sym235755
sym235755_c0_seq2	sym235755
sym235777_c0_seq1	sym235777
sym235777_c1_seq1	sym235777
sym235781_c0_seq2	sym235781
sym235781_c0_seq3	sym235781
sym235789_c0_seq1	sym235789
sym235823_c0_seq2	sym235823
sym235823_c0_seq3	sym235823
sym235831_c0_seq1	sym235831
sym235845_c0_seq1	sym235845
sym235850_c0_seq1	sym235850
sym235850_c0_seq2	sym235850
sym235876_c0_seq1	sym235876
sym235876_c0_seq2	sym235876
sym235876_c0_seq3	sym235876
sym235876_c0_seq4	sym235876
sym235876_c0_seq5	sym235876
sym235878_c1_seq1	sym235878
sym235878_c1_seq2	sym235878
sym235878_c1_seq7	sym235878
sym235878_c1_seq10	sym235878
sym235878_c1_seq11	sym235878
sym235878_c1_seq12	sym235878
sym235878_c1_seq13	sym235878
sym235878_c1_seq15	sym235878
sym235885_c0_seq1	sym235885
sym235885_c0_seq2	sym235885
sym235885_c1_seq2	sym235885
sym235885_c1_seq9	sym235885
sym235885_c1_seq10	sym235885
sym235898_c0_seq2	sym235898
sym235900_c0_seq1	sym235900
sym235900_c0_seq2	sym235900
sym235900_c0_seq3	sym235900
sym235900_c0_seq4	sym235900
sym235900_c0_seq5	sym235900
sym235900_c0_seq6	sym235900
sym235900_c0_seq7	sym235900
sym235900_c0_seq8	sym235900
sym235900_c0_seq9	sym235900
sym235900_c0_seq10	sym235900
sym235900_c0_seq11	sym235900
sym235900_c0_seq12	sym235900
sym235900_c0_seq14	sym235900
sym235900_c0_seq15	sym235900
sym235900_c0_seq16	sym235900
sym235900_c0_seq18	sym235900
sym235900_c0_seq19	sym235900
sym235921_c0_seq1	sym235921
sym235921_c0_seq2	sym235921
sym235921_c0_seq3	sym235921
sym235921_c0_seq4	sym235921
sym235930_c0_seq1	sym235930
sym235930_c0_seq2	sym235930
sym235930_c0_seq3	sym235930
sym235930_c0_seq4	sym235930
sym235945_c0_seq1	sym235945
sym235945_c1_seq1	sym235945
sym235948_c0_seq1	sym235948
sym235957_c0_seq1	sym235957
sym235961_c0_seq1	sym235961
sym235961_c1_seq1	sym235961
sym235964_c0_seq1	sym235964
sym235983_c0_seq1	sym235983
sym235983_c0_seq2	sym235983
sym235991_c1_seq1	sym235991
sym235991_c1_seq2	sym235991
sym235991_c1_seq9	sym235991
sym235991_c1_seq10	sym235991
sym235991_c1_seq11	sym235991
sym235991_c1_seq12	sym235991
sym235991_c1_seq16	sym235991
sym235991_c1_seq17	sym235991
sym235991_c1_seq20	sym235991
sym235991_c1_seq21	sym235991
sym235995_c0_seq1	sym235995
sym235995_c0_seq2	sym235995
sym235995_c1_seq1	sym235995
sym235998_c0_seq3	sym235998
sym235999_c0_seq1	sym235999
sym235999_c0_seq2	sym235999
sym236000_c0_seq1	sym236000
sym236000_c0_seq2	sym236000
sym236000_c0_seq3	sym236000
sym236000_c0_seq4	sym236000
sym236000_c0_seq5	sym236000
sym236000_c0_seq6	sym236000
sym236000_c0_seq7	sym236000
sym236000_c0_seq8	sym236000
sym236000_c0_seq9	sym236000
sym236000_c0_seq10	sym236000
sym236000_c0_seq11	sym236000
sym236000_c0_seq12	sym236000
sym236000_c0_seq13	sym236000
sym236000_c0_seq14	sym236000
sym236000_c0_seq15	sym236000
sym236000_c0_seq16	sym236000
sym236000_c0_seq17	sym236000
sym236000_c0_seq18	sym236000
sym236000_c0_seq19	sym236000
sym236004_c0_seq1	sym236004
sym236012_c0_seq1	sym236012
sym236012_c0_seq2	sym236012
sym236012_c0_seq3	sym236012
sym236012_c0_seq4	sym236012
sym236015_c0_seq1	sym236015
sym236015_c0_seq2	sym236015
sym236015_c0_seq3	sym236015
sym236015_c0_seq4	sym236015
sym236015_c0_seq6	sym236015
sym236015_c0_seq7	sym236015
sym236015_c0_seq8	sym236015
sym236015_c0_seq9	sym236015
sym236015_c0_seq10	sym236015
sym236015_c0_seq11	sym236015
sym236015_c0_seq12	sym236015
sym236015_c0_seq13	sym236015
sym236015_c0_seq14	sym236015
sym236015_c0_seq15	sym236015
sym236015_c0_seq16	sym236015
sym236015_c0_seq17	sym236015
sym236015_c0_seq18	sym236015
sym236015_c0_seq20	sym236015
sym236015_c0_seq21	sym236015
sym236015_c0_seq22	sym236015
sym236015_c0_seq24	sym236015
sym236015_c0_seq25	sym236015
sym236015_c0_seq26	sym236015
sym236015_c0_seq28	sym236015
sym236015_c0_seq29	sym236015
sym236038_c0_seq21	sym236038
sym236042_c0_seq1	sym236042
sym236042_c0_seq2	sym236042
sym236042_c0_seq3	sym236042
sym236067_c0_seq1	sym236067
sym236067_c0_seq3	sym236067
sym236067_c0_seq4	sym236067
sym236067_c0_seq8	sym236067
sym236067_c0_seq9	sym236067
sym236067_c0_seq12	sym236067
sym236067_c0_seq13	sym236067
sym236067_c0_seq15	sym236067
sym236067_c0_seq16	sym236067
sym236067_c0_seq17	sym236067
sym236067_c0_seq18	sym236067
sym236067_c0_seq20	sym236067
sym236067_c0_seq21	sym236067
sym236067_c0_seq24	sym236067
sym236067_c0_seq25	sym236067
sym236067_c0_seq30	sym236067
sym236067_c0_seq31	sym236067
sym236067_c0_seq33	sym236067
sym236067_c0_seq36	sym236067
sym236067_c0_seq37	sym236067
sym236067_c0_seq39	sym236067
sym236067_c0_seq40	sym236067
sym236067_c0_seq41	sym236067
sym236067_c0_seq47	sym236067
sym236067_c0_seq48	sym236067
sym236067_c0_seq50	sym236067
sym236067_c0_seq53	sym236067
sym236067_c0_seq54	sym236067
sym236067_c0_seq55	sym236067
sym236067_c0_seq57	sym236067
sym236067_c0_seq58	sym236067
sym236067_c0_seq59	sym236067
sym236067_c0_seq60	sym236067
sym236067_c0_seq61	sym236067
sym236067_c0_seq65	sym236067
sym236067_c0_seq66	sym236067
sym236067_c0_seq68	sym236067
sym236067_c0_seq69	sym236067
sym236067_c0_seq70	sym236067
sym236067_c0_seq71	sym236067
sym236067_c0_seq74	sym236067
sym236067_c0_seq75	sym236067
sym236067_c0_seq77	sym236067
sym236067_c0_seq84	sym236067
sym236067_c0_seq85	sym236067
sym236067_c0_seq87	sym236067
sym236067_c0_seq88	sym236067
sym236067_c0_seq90	sym236067
sym236067_c0_seq93	sym236067
sym236067_c0_seq94	sym236067
sym236067_c0_seq95	sym236067
sym236067_c0_seq97	sym236067
sym236067_c0_seq98	sym236067
sym236067_c0_seq99	sym236067
sym236067_c0_seq101	sym236067
sym236067_c0_seq102	sym236067
sym236067_c0_seq103	sym236067
sym236067_c0_seq108	sym236067
sym236067_c0_seq109	sym236067
sym236067_c0_seq112	sym236067
sym236067_c0_seq115	sym236067
sym236067_c0_seq116	sym236067
