Mcavernosa30988	K13912
Mcavernosa09389	K10864
Mcavernosa16256	K01173
Mcavernosa13819	K08054
Mcavernosa09950	K12566
Mcavernosa07728	K24835
Mcavernosa19791	K06699
Mcavernosa32234	K24822
Mcavernosa21400	K02949
Mcavernosa14841	K01017
Mcavernosa22401	K12862
Mcavernosa03259	K05175
Mcavernosa24382	K20822
Mcavernosa24886	K20217
Mcavernosa04203	K17341
Mcavernosa03407	K12236
Mcavernosa16508	K17461
Mcavernosa34615	K06826
Mcavernosa20290	K09355
Mcavernosa25149	K18764
Mcavernosa00425	K09863
Mcavernosa25018	K08076
Mcavernosa16025	K14855
Mcavernosa16979	K06795
Mcavernosa33217	K13983
Mcavernosa19610	K18061
Mcavernosa02337	K24032
Mcavernosa13645	K02926
Mcavernosa11758	K14835
Mcavernosa20744	K00507
Mcavernosa22319	K01206
Mcavernosa16145	K24674
Mcavernosa29216	K16910
Mcavernosa05076	K10457
Mcavernosa02913	K19363
Mcavernosa16662	K12737
Mcavernosa13432	K01187
Mcavernosa08094	K13369
Mcavernosa00287	K20029
Mcavernosa08411	K17341
Mcavernosa15645	K09410
Mcavernosa28844	K04144
Mcavernosa31821	K10798
Mcavernosa24612	K25174
Mcavernosa24153	K10608
Mcavernosa27879	K16545
Mcavernosa16207	K03308
Mcavernosa17153	K03217
Mcavernosa23913	K09228
Mcavernosa12654	K06254
Mcavernosa34865	K24734
Mcavernosa00156	K10457
Mcavernosa26881	K17785
Mcavernosa31008	K03440
Mcavernosa01077	K13886
Mcavernosa34630	K07930
Mcavernosa23961	K12841
Mcavernosa31065	K24298
Mcavernosa28803	K17341
Mcavernosa01070	K15303
Mcavernosa02874	K24749
Mcavernosa03499	K01298
Mcavernosa09603	K00927
Mcavernosa05466	K15362
Mcavernosa22680	K16459
Mcavernosa24054	K07874
Mcavernosa27454	K00288
Mcavernosa06471	K02332
Mcavernosa02279	K10153
Mcavernosa08167	K20865
Mcavernosa27574	K08889
Mcavernosa01699	K06633
Mcavernosa17059	K18417
Mcavernosa01804	K14459
Mcavernosa19393	K19404
Mcavernosa07177	K24091
Mcavernosa21584	K16777
Mcavernosa02584	K05012
Mcavernosa17856	K10408
Mcavernosa17624	K14561
Mcavernosa01856	K08597
Mcavernosa32745	K10666
Mcavernosa04187	K20234
Mcavernosa13699	K06037
Mcavernosa18513	K07206
Mcavernosa01951	K05305
Mcavernosa09144	K01557
Mcavernosa07796	K25165
Mcavernosa02034	K10261
Mcavernosa01570	K23092
Mcavernosa19030	K05110
Mcavernosa32352	K04362
Mcavernosa01159	K19995
Mcavernosa06368	K19514
Mcavernosa00465	K14771
Mcavernosa21587	K02353
Mcavernosa28214	K20194
Mcavernosa07480	K20093
Mcavernosa27713	K02349
Mcavernosa18921	K14075
Mcavernosa18759	K09666
Mcavernosa32769	K15902
Mcavernosa28521	K02873
Mcavernosa26453	K02432
Mcavernosa12040	K07375
Mcavernosa15514	K00464
Mcavernosa09946	K12190
Mcavernosa08668	K21635
Mcavernosa04428	K01395
Mcavernosa25315	K24175
Mcavernosa20493	K07891
Mcavernosa05329	K06792
Mcavernosa00137	K10951
Mcavernosa32337	K07917
Mcavernosa13116	K07151
Mcavernosa03455	K18668
Mcavernosa23133	K08073
Mcavernosa10639	K17917
Mcavernosa05491	K10356
Mcavernosa23504	K14860
Mcavernosa02291	K20838
Mcavernosa13360	K10891
Mcavernosa10856	K14415
Mcavernosa29771	K00573
Mcavernosa18278	K16524
Mcavernosa24105	K04567
Mcavernosa08183	K14156
Mcavernosa22271	K15214
Mcavernosa20988	K15542
Mcavernosa14524	K08064
Mcavernosa16499	K11699
Mcavernosa21768	K02030
Mcavernosa32306	K08375
Mcavernosa21952	K24978
Mcavernosa13321	K19947
Mcavernosa32159	K11840
Mcavernosa05333	K04601
Mcavernosa17135	K09855
Mcavernosa25138	K00933
Mcavernosa27269	K08133
Mcavernosa14781	K16944
Mcavernosa06460	K03596
Mcavernosa25934	K11423
Mcavernosa18067	K15192
Mcavernosa05251	K10809
Mcavernosa02479	K15191
Mcavernosa01270	K05764
Mcavernosa22621	K24502
Mcavernosa18776	K00128
Mcavernosa06209	K01310
Mcavernosa11893	K01115
Mcavernosa20808	K22827
Mcavernosa21539	K22017
Mcavernosa19498	K04097
Mcavernosa12102	K23336
Mcavernosa02776	K08630
Mcavernosa01071	K15303
Mcavernosa20231	K07756
Mcavernosa06911	K22068
Mcavernosa21448	K03035
Mcavernosa04992	K01562
Mcavernosa05692	K16353
Mcavernosa19358	K02561
Mcavernosa15155	K09608
Mcavernosa17953	K08076
Mcavernosa21683	K04486
Mcavernosa08420	K23342
Mcavernosa24458	K22990
Mcavernosa25205	K09624
Mcavernosa07156	K00461
Mcavernosa22766	K06766
Mcavernosa24434	K10313
Mcavernosa06507	K10294
Mcavernosa09662	K06560
Mcavernosa24424	K08956
Mcavernosa04958	K11390
Mcavernosa11005	K01312
Mcavernosa23256	K03994
Mcavernosa06214	K03320
Mcavernosa17231	K08601
Mcavernosa02727	K06944
Mcavernosa29707	K06711
Mcavernosa20941	K23342
Mcavernosa19754	K12607
Mcavernosa07084	K05592
Mcavernosa27449	K22790
Mcavernosa18596	K24526
Mcavernosa30892	K10756
Mcavernosa06773	K20526
Mcavernosa01736	K08026
Mcavernosa30008	K00787
Mcavernosa06935	K14079
Mcavernosa16606	K13295
Mcavernosa13368	K05724
Mcavernosa35028	K03068
Mcavernosa27915	K03128
Mcavernosa29689	K11663
Mcavernosa01886	K10356
Mcavernosa09337	K02183
Mcavernosa03698	K04851
Mcavernosa28029	K13144
Mcavernosa06671	K13179
Mcavernosa22641	K08654
Mcavernosa11867	K17491
Mcavernosa17340	K02183
Mcavernosa32378	K01206
Mcavernosa24934	K09324
Mcavernosa30967	K10291
Mcavernosa11562	K01135
Mcavernosa26996	K23934
Mcavernosa16321	K05747
Mcavernosa17524	K21956
Mcavernosa25370	K23532
Mcavernosa11406	K05677
Mcavernosa03163	K11968
Mcavernosa22938	K17341
Mcavernosa13615	K15711
Mcavernosa01509	K24554
Mcavernosa23933	K24143
Mcavernosa07617	K19360
Mcavernosa05426	K08076
Mcavernosa14606	K02599
Mcavernosa18206	K19496
Mcavernosa12616	K05288
Mcavernosa24579	K04495
Mcavernosa19655	K08189
Mcavernosa11970	K12603
Mcavernosa14333	K06532
Mcavernosa05507	K01335
Mcavernosa28416	K04398
Mcavernosa26960	K08252
Mcavernosa00540	K24141
Mcavernosa21517	K14169
Mcavernosa11958	K15381
Mcavernosa17262	K00799
Mcavernosa34823	K12401
Mcavernosa31304	K22614
Mcavernosa33878	K00273
Mcavernosa09025	K08776
Mcavernosa19668	K07369
Mcavernosa10877	K10667
Mcavernosa28516	K13699
Mcavernosa15680	K05678
Mcavernosa01348	K11507
Mcavernosa02406	K16063
Mcavernosa18433	K20636
Mcavernosa26926	K03648
Mcavernosa24297	K19360
Mcavernosa10765	K11182
Mcavernosa25304	K14686
Mcavernosa03734	K00621
Mcavernosa32912	K21919
Mcavernosa22138	K04612
Mcavernosa28313	K11647
Mcavernosa05447	K06640
Mcavernosa26277	K11964
Mcavernosa22587	K01365
Mcavernosa27004	K03511
Mcavernosa33027	K01363
Mcavernosa19786	K06699
Mcavernosa11856	K06100
Mcavernosa31677	K14411
Mcavernosa19128	K23879
Mcavernosa27814	K02892
Mcavernosa04011	K10479
Mcavernosa13228	K08187
Mcavernosa16043	K09421
Mcavernosa29965	K16761
Mcavernosa09333	K17592
Mcavernosa08493	K10800
Mcavernosa19674	K22390
Mcavernosa17064	K08660
Mcavernosa27366	K08037
Mcavernosa02746	K01135
Mcavernosa15640	K02212
Mcavernosa16678	K13862
Mcavernosa23907	K21882
Mcavernosa10419	K24748
Mcavernosa20725	K04919
Mcavernosa25606	K11001
Mcavernosa31570	K11268
Mcavernosa14291	K14410
Mcavernosa09237	K19006
Mcavernosa02471	K17341
Mcavernosa13095	K11972
Mcavernosa02123	K10260
Mcavernosa17226	K24734
Mcavernosa29796	K15261
Mcavernosa16415	K00812
Mcavernosa17029	K11833
Mcavernosa03493	K06756
Mcavernosa22816	K24173
Mcavernosa04501	K10382
Mcavernosa23342	K08824
Mcavernosa32670	K17341
Mcavernosa31390	K19363
Mcavernosa31383	K16629
Mcavernosa09133	K00819
Mcavernosa34104	K16586
Mcavernosa04016	K00312
Mcavernosa28077	K16489
Mcavernosa10380	K04507
Mcavernosa18535	K01562
Mcavernosa10929	K24835
Mcavernosa07842	K03331
Mcavernosa21986	K00505
Mcavernosa09717	K00249
Mcavernosa18809	K06255
Mcavernosa01055	K10147
Mcavernosa02485	K05858
Mcavernosa00138	K07374
Mcavernosa05841	K15837
Mcavernosa14418	K04797
Mcavernosa16649	K04402
Mcavernosa13744	K06238
Mcavernosa13800	K00461
Mcavernosa34809	K24095
Mcavernosa04746	K24469
Mcavernosa10948	K14313
Mcavernosa15279	K10744
Mcavernosa18111	K20396
Mcavernosa30798	K00569
Mcavernosa15442	K18733
Mcavernosa00372	K17609
Mcavernosa10397	K13912
Mcavernosa06568	K14616
Mcavernosa01753	K07209
Mcavernosa18049	K07098
Mcavernosa11109	K04854
Mcavernosa31463	K23896
Mcavernosa21696	K12132
Mcavernosa22829	K03671
Mcavernosa19237	K18728
Mcavernosa25077	K04344
Mcavernosa21162	K15980
Mcavernosa29854	K09866
Mcavernosa28862	K14563
Mcavernosa28811	K04468
Mcavernosa14924	K18405
Mcavernosa15492	K10397
Mcavernosa21736	K14861
Mcavernosa04706	K22855
Mcavernosa20050	K19619
Mcavernosa13677	K20704
Mcavernosa16462	K15381
Mcavernosa09955	K12566
Mcavernosa03887	K10567
Mcavernosa28368	K09106
Mcavernosa28822	K04990
Mcavernosa15439	K15187
Mcavernosa07869	K05125
Mcavernosa29111	K03173
Mcavernosa30397	K20162
Mcavernosa01919	K23781
Mcavernosa20357	K23204
Mcavernosa05167	K22857
Mcavernosa14111	K03842
Mcavernosa02605	K23958
Mcavernosa21282	K09528
Mcavernosa13381	K01016
Mcavernosa19783	K19491
Mcavernosa12821	K07364
Mcavernosa21092	K24431
Mcavernosa19714	K04506
Mcavernosa18838	K11346
Mcavernosa12831	K01148
Mcavernosa23235	K20163
Mcavernosa01913	K11978
Mcavernosa12335	K01900
Mcavernosa30575	K00343
Mcavernosa29012	K11251
Mcavernosa13473	K00546
Mcavernosa14504	K01316
Mcavernosa30523	K25041
Mcavernosa32270	K03766
Mcavernosa20794	K23204
Mcavernosa23577	K04252
Mcavernosa29471	K06051
Mcavernosa25980	K07520
Mcavernosa34290	K08202
Mcavernosa10941	K05750
Mcavernosa09275	K17575
Mcavernosa23885	K08844
Mcavernosa15459	K02163
Mcavernosa01838	K19009
Mcavernosa10265	K24469
Mcavernosa12601	K14085
Mcavernosa33816	K08465
Mcavernosa25048	K04142
Mcavernosa28282	K04592
Mcavernosa21195	K14611
Mcavernosa01936	K04592
Mcavernosa05750	K20630
Mcavernosa21758	K14806
Mcavernosa02725	K21440
Mcavernosa06513	K09608
Mcavernosa17690	K15375
Mcavernosa19187	K03899
Mcavernosa04171	K03965
Mcavernosa14192	K23288
Mcavernosa08427	K20839
Mcavernosa31085	K01312
Mcavernosa30214	K01014
Mcavernosa06267	K11800
Mcavernosa33140	K15112
Mcavernosa00024	K07901
Mcavernosa23637	K05643
Mcavernosa15385	K19672
Mcavernosa10302	K02606
Mcavernosa28418	K10423
Mcavernosa19121	K16669
Mcavernosa11183	K06094
Mcavernosa02411	K12389
Mcavernosa19929	K05941
Mcavernosa22566	K22147
Mcavernosa13845	K01896
Mcavernosa00527	K12232
Mcavernosa11100	K11728
Mcavernosa12280	K14701
Mcavernosa06595	K23956
Mcavernosa03586	K12183
Mcavernosa12943	K01540
Mcavernosa14957	K16572
Mcavernosa22444	K20032
Mcavernosa25916	K25292
Mcavernosa16418	K00558
Mcavernosa03756	K06277
Mcavernosa08049	K00726
Mcavernosa07744	K19467
Mcavernosa15008	K01316
Mcavernosa31896	K16174
Mcavernosa33750	K03243
Mcavernosa02657	K23164
Mcavernosa24853	K24469
Mcavernosa24999	K20051
Mcavernosa12004	K05692
Mcavernosa24673	K01312
Mcavernosa24290	K13868
Mcavernosa34457	K02295
Mcavernosa10946	K14313
Mcavernosa08247	K00629
Mcavernosa09451	K16537
Mcavernosa16481	K01539
Mcavernosa27434	K15190
Mcavernosa13303	K19192
Mcavernosa10079	K03163
Mcavernosa12958	K03869
Mcavernosa09208	K02942
Mcavernosa21739	K14861
Mcavernosa18285	K18422
Mcavernosa20039	K04429
Mcavernosa03807	K17635
Mcavernosa31094	K13089
Mcavernosa12808	K01835
Mcavernosa22157	K10277
Mcavernosa33523	K03255
Mcavernosa13675	K01487
Mcavernosa07376	K25304
Mcavernosa16791	K10445
Mcavernosa34624	K09068
Mcavernosa26052	K07440
Mcavernosa09839	K18041
Mcavernosa26443	K00106
Mcavernosa11845	K00597
Mcavernosa26268	K22754
Mcavernosa02271	K02607
Mcavernosa25611	K11275
Mcavernosa01089	K13676
Mcavernosa19861	K10745
Mcavernosa05259	K23226
Mcavernosa33505	K05545
Mcavernosa10954	K22017
Mcavernosa15423	K24348
Mcavernosa31713	K20182
Mcavernosa03596	K08635
Mcavernosa17981	K04874
Mcavernosa28740	K12197
Mcavernosa22564	K23929
Mcavernosa27614	K03143
Mcavernosa25045	K04662
Mcavernosa06751	K18405
Mcavernosa14433	K04368
Mcavernosa13023	K03833
Mcavernosa05488	K09657
Mcavernosa13380	K01016
Mcavernosa18295	K20796
Mcavernosa30396	K03522
Mcavernosa33219	K20405
Mcavernosa17089	K24023
Mcavernosa03736	K10587
Mcavernosa33266	K12166
Mcavernosa28099	K04887
Mcavernosa06137	K09207
Mcavernosa08555	K14289
Mcavernosa15494	K10397
Mcavernosa18048	K10686
Mcavernosa13249	K16795
Mcavernosa06369	K23215
Mcavernosa04866	K04523
Mcavernosa02413	K12389
Mcavernosa18581	K12887
Mcavernosa13758	K23893
Mcavernosa18068	K15192
Mcavernosa13885	K11094
Mcavernosa10031	K06252
Mcavernosa02639	K03798
Mcavernosa26344	K06793
Mcavernosa12925	K13141
Mcavernosa13572	K08707
Mcavernosa06517	K04511
Mcavernosa04955	K11422
Mcavernosa10100	K02030
Mcavernosa14783	K17614
Mcavernosa07706	K13181
Mcavernosa07845	K09094
Mcavernosa08372	K13051
Mcavernosa19634	K07554
Mcavernosa23241	K00815
Mcavernosa09009	K10401
Mcavernosa11218	K24734
Mcavernosa12337	K15162
Mcavernosa28040	K06126
Mcavernosa25933	K10421
Mcavernosa09609	K03447
Mcavernosa09371	K12076
Mcavernosa31575	K10742
Mcavernosa05532	K04662
Mcavernosa12694	K15302
Mcavernosa02207	K11109
Mcavernosa32482	K13139
Mcavernosa00737	K22390
Mcavernosa23967	K04372
Mcavernosa13665	K02978
Mcavernosa10070	K05695
Mcavernosa18496	K24228
Mcavernosa01602	K05765
Mcavernosa02604	K23958
Mcavernosa12760	K16762
Mcavernosa04721	K22377
Mcavernosa00397	K00888
Mcavernosa04591	K16483
Mcavernosa21693	K14566
Mcavernosa20441	K04592
Mcavernosa17109	K04874
Mcavernosa29954	K19862
Mcavernosa05895	K08333
Mcavernosa02133	K06569
Mcavernosa00408	K05220
Mcavernosa02692	K04362
Mcavernosa06111	K06624
Mcavernosa28259	K12186
Mcavernosa30913	K01623
Mcavernosa04392	K15084
Mcavernosa12318	K04362
Mcavernosa21552	K21798
Mcavernosa23889	K17816
Mcavernosa28775	K07436
Mcavernosa08636	K15178
Mcavernosa19196	K06819
Mcavernosa18654	K11508
Mcavernosa10417	K04683
Mcavernosa33528	K04851
Mcavernosa30782	K13366
Mcavernosa34373	K02976
Mcavernosa20053	K00910
Mcavernosa10922	K00432
Mcavernosa31224	K02925
Mcavernosa12281	K14703
Mcavernosa17353	K07904
Mcavernosa28776	K04715
Mcavernosa06792	K05463
Mcavernosa10469	K10380
Mcavernosa00528	K12193
Mcavernosa13202	K11594
Mcavernosa10743	K14529
Mcavernosa13225	K23424
Mcavernosa28257	K01528
Mcavernosa33463	K06685
Mcavernosa33186	K11803
Mcavernosa12054	K07478
Mcavernosa31627	K19511
Mcavernosa14170	K18703
Mcavernosa27985	K16570
Mcavernosa20471	K02355
Mcavernosa00787	K08619
Mcavernosa14323	K20051
Mcavernosa30981	K20098
Mcavernosa26566	K23882
Mcavernosa01249	K07763
Mcavernosa07816	K04238
Mcavernosa27570	K04487
Mcavernosa07672	K11438
Mcavernosa16378	K09657
Mcavernosa05921	K15135
Mcavernosa06116	K03654
Mcavernosa08973	K09326
Mcavernosa02473	K06238
Mcavernosa21913	K07852
Mcavernosa07877	K07050
Mcavernosa10296	K19902
Mcavernosa06621	K05673
Mcavernosa29849	K13912
Mcavernosa05163	K19527
Mcavernosa05810	K16804
Mcavernosa31380	K11182
Mcavernosa31207	K04346
Mcavernosa20188	K14634
Mcavernosa01073	K24634
Mcavernosa16647	K16860
Mcavernosa21204	K23717
Mcavernosa19124	K01197
Mcavernosa00356	K04615
Mcavernosa15352	K07532
Mcavernosa00136	K03626
Mcavernosa05181	K03002
Mcavernosa12827	K03164
Mcavernosa21124	K17592
Mcavernosa32155	K11840
Mcavernosa02118	K15259
Mcavernosa00415	K00763
Mcavernosa24388	K06268
Mcavernosa04086	K14613
Mcavernosa28551	K23326
Mcavernosa03492	K17341
Mcavernosa16186	K17336
Mcavernosa05677	K21878
Mcavernosa13121	K12833
Mcavernosa04252	K02147
Mcavernosa10724	K23222
Mcavernosa14493	K05929
Mcavernosa30577	K10402
Mcavernosa16117	K01847
Mcavernosa31328	K02957
Mcavernosa04153	K11481
Mcavernosa22146	K00512
Mcavernosa01732	K12323
Mcavernosa34813	K22614
Mcavernosa22631	K04309
Mcavernosa06418	K14315
Mcavernosa19462	K19872
Mcavernosa05957	K11836
Mcavernosa27496	K05641
Mcavernosa02999	K04253
Mcavernosa10753	K11529
Mcavernosa22583	K01365
Mcavernosa20594	K09091
Mcavernosa07080	K00411
Mcavernosa24929	K09326
Mcavernosa07075	K14824
Mcavernosa17308	K03870
Mcavernosa34971	K10380
Mcavernosa04994	K07754
Mcavernosa10213	K24943
Mcavernosa19994	K13047
Mcavernosa00464	K12472
Mcavernosa20271	K01131
Mcavernosa19888	K00719
Mcavernosa29052	K08764
Mcavernosa01622	K18408
Mcavernosa20084	K14324
Mcavernosa11463	K22816
Mcavernosa26175	K08187
Mcavernosa18743	K09199
Mcavernosa31654	K23342
Mcavernosa06174	K14560
Mcavernosa29033	K10571
Mcavernosa17956	K00182
Mcavernosa24974	K01873
Mcavernosa16048	K00659
Mcavernosa10008	K21775
Mcavernosa04128	K09643
Mcavernosa25739	K14411
Mcavernosa03078	K11430
Mcavernosa25562	K04266
Mcavernosa33934	K00031
Mcavernosa02576	K03678
Mcavernosa20861	K11593
Mcavernosa12139	K01858
Mcavernosa29925	K15498
Mcavernosa07201	K14072
Mcavernosa13171	K24419
Mcavernosa01292	K05665
Mcavernosa21590	K04536
Mcavernosa33753	K02704
Mcavernosa15944	K12275
Mcavernosa25075	K04851
Mcavernosa02918	K15045
Mcavernosa12856	K24431
Mcavernosa13643	K03015
Mcavernosa18242	K23222
Mcavernosa24990	K05730
Mcavernosa10623	K22139
Mcavernosa17030	K09258
Mcavernosa05492	K00659
Mcavernosa08128	K24464
Mcavernosa02481	K15191
Mcavernosa09970	K08066
Mcavernosa16317	K06571
Mcavernosa05706	K10361
Mcavernosa18459	K03006
Mcavernosa01990	K14354
Mcavernosa31602	K11343
Mcavernosa27569	K08187
Mcavernosa26254	K11886
Mcavernosa24678	K00905
Mcavernosa30360	K14616
Mcavernosa26315	K10746
Mcavernosa14019	K01069
Mcavernosa28889	K23222
Mcavernosa01362	K05760
Mcavernosa18758	K09666
Mcavernosa10899	K01875
Mcavernosa27185	K04078
Mcavernosa18962	K24419
Mcavernosa00043	K19636
Mcavernosa08400	K13240
Mcavernosa27913	K10644
Mcavernosa30817	K23624
Mcavernosa18772	K00128
Mcavernosa26123	K11851
Mcavernosa16539	K10268
Mcavernosa07668	K14994
Mcavernosa11008	K01324
Mcavernosa25745	K06867
Mcavernosa15474	K20795
Mcavernosa20992	K11643
Mcavernosa33428	K25168
Mcavernosa27475	K04851
Mcavernosa19398	K10144
Mcavernosa21273	K11981
Mcavernosa21315	K22790
Mcavernosa05586	K24469
Mcavernosa16066	K21440
Mcavernosa32993	K02836
Mcavernosa19622	K23312
Mcavernosa30361	K04659
Mcavernosa03617	K14996
Mcavernosa03351	K22860
Mcavernosa07151	K01715
Mcavernosa15735	K15290
Mcavernosa14354	K24764
Mcavernosa11208	K24512
Mcavernosa00192	K22422
Mcavernosa31912	K10130
Mcavernosa25451	K15201
Mcavernosa06537	K05312
Mcavernosa04952	K04646
Mcavernosa05467	K15362
Mcavernosa23991	K18488
Mcavernosa21129	K06201
Mcavernosa15747	K04919
Mcavernosa07775	K11266
Mcavernosa06248	K11979
Mcavernosa34173	K13887
Mcavernosa28028	K11790
Mcavernosa34445	K13863
Mcavernosa14820	K22125
Mcavernosa07585	K00603
Mcavernosa23952	K00699
Mcavernosa22249	K01230
Mcavernosa28819	K20092
Mcavernosa13328	K03240
Mcavernosa00157	K07937
Mcavernosa20823	K20279
Mcavernosa31002	K04828
Mcavernosa29699	K21286
Mcavernosa06482	K02161
Mcavernosa13396	K12389
Mcavernosa24400	K17108
Mcavernosa12596	K03454
Mcavernosa33160	K00382
Mcavernosa08698	K12881
Mcavernosa26886	K01206
Mcavernosa09007	K07832
Mcavernosa03717	K04989
Mcavernosa18947	K11459
Mcavernosa09354	K10865
Mcavernosa11118	K01311
Mcavernosa32572	K24469
Mcavernosa11199	K09532
Mcavernosa13611	K19907
Mcavernosa20947	K24456
Mcavernosa17322	K04919
Mcavernosa08925	K17307
Mcavernosa29880	K09452
Mcavernosa12225	K06054
Mcavernosa13486	K00472
Mcavernosa16884	K20226
Mcavernosa11795	K03174
Mcavernosa07044	K03246
Mcavernosa12659	K22659
Mcavernosa17811	K04984
Mcavernosa08713	K03652
Mcavernosa19847	K09140
Mcavernosa01065	K05302
Mcavernosa17189	K07841
Mcavernosa06206	K01310
Mcavernosa25716	K16578
Mcavernosa13256	K05312
Mcavernosa08773	K21412
Mcavernosa11548	K19360
Mcavernosa29138	K17495
Mcavernosa02164	K02890
Mcavernosa23644	K02599
Mcavernosa14041	K09499
Mcavernosa21018	K01754
Mcavernosa18108	K03065
Mcavernosa24839	K02678
Mcavernosa22357	K03929
Mcavernosa01154	K24935
Mcavernosa04183	K20128
Mcavernosa12029	K07754
Mcavernosa07186	K15101
Mcavernosa04289	K01206
Mcavernosa11954	K15381
Mcavernosa13941	K04728
Mcavernosa29533	K15261
Mcavernosa02859	K24835
Mcavernosa31788	K04892
Mcavernosa27670	K03327
Mcavernosa29211	K09848
Mcavernosa14716	K04828
Mcavernosa24017	K03424
Mcavernosa02650	K04263
Mcavernosa17507	K06115
Mcavernosa13246	K08202
Mcavernosa29244	K04852
Mcavernosa14666	K24265
Mcavernosa31863	K01121
Mcavernosa30408	K01349
Mcavernosa00436	K20291
Mcavernosa31283	K18756
Mcavernosa34262	K01251
Mcavernosa09286	K21407
Mcavernosa09889	K02599
Mcavernosa02591	K01109
Mcavernosa06364	K16288
Mcavernosa06196	K04224
Mcavernosa24257	K04967
Mcavernosa28109	K16816
Mcavernosa16298	K03084
Mcavernosa16970	K17691
Mcavernosa07598	K12873
Mcavernosa13291	K22614
Mcavernosa23614	K23297
Mcavernosa00107	K01939
Mcavernosa02926	K16288
Mcavernosa08443	K17918
Mcavernosa16869	K14388
Mcavernosa11258	K04135
Mcavernosa03783	K02145
Mcavernosa22068	K05125
Mcavernosa29820	K20705
Mcavernosa24466	K10349
Mcavernosa26672	K11404
Mcavernosa26790	K00413
Mcavernosa03334	K19023
Mcavernosa21003	K12859
Mcavernosa04282	K14810
Mcavernosa15636	K16453
Mcavernosa33866	K17632
Mcavernosa19536	K01128
Mcavernosa07926	K07515
Mcavernosa31877	K05543
Mcavernosa06156	K14846
Mcavernosa15093	K24750
Mcavernosa21493	K06115
Mcavernosa04105	K23503
Mcavernosa08763	K15189
Mcavernosa31810	K09511
Mcavernosa27093	K12132
Mcavernosa26736	K10260
Mcavernosa13216	K09523
Mcavernosa24973	K05641
Mcavernosa11662	K06030
Mcavernosa29375	K00106
Mcavernosa11271	K14620
Mcavernosa13954	K19199
Mcavernosa17551	K24317
Mcavernosa29601	K25201
Mcavernosa10476	K25421
Mcavernosa24873	K06252
Mcavernosa26192	K23922
Mcavernosa02388	K04824
Mcavernosa16055	K01769
Mcavernosa28682	K08545
Mcavernosa06808	K18274
Mcavernosa04690	K00810
Mcavernosa14878	K07967
Mcavernosa03254	K04892
Mcavernosa30345	K25168
Mcavernosa09187	K04874
Mcavernosa25963	K08672
Mcavernosa15722	K00999
Mcavernosa00485	K00290
Mcavernosa06049	K16802
Mcavernosa22795	K07071
Mcavernosa07733	K24835
Mcavernosa16611	K22078
Mcavernosa16041	K01135
Mcavernosa20550	K00486
Mcavernosa30063	K17963
Mcavernosa34491	K01814
Mcavernosa30050	K16571
Mcavernosa28663	K13525
Mcavernosa08414	K04988
Mcavernosa08391	K15164
Mcavernosa13785	K04135
Mcavernosa11981	K17687
Mcavernosa01562	K00232
Mcavernosa17835	K24229
Mcavernosa21228	K13985
Mcavernosa19373	K24747
Mcavernosa09256	K05854
Mcavernosa11817	K17339
Mcavernosa32654	K13126
Mcavernosa19037	K17081
Mcavernosa31043	K12876
Mcavernosa25883	K07252
Mcavernosa14637	K10280
Mcavernosa23496	K22066
Mcavernosa25624	K24835
Mcavernosa18982	K11804
Mcavernosa25016	K09632
Mcavernosa03712	K04986
Mcavernosa06683	K00698
Mcavernosa25173	K09228
Mcavernosa06700	K09849
Mcavernosa28983	K10951
Mcavernosa31290	K02146
Mcavernosa20255	K02835
Mcavernosa14361	K09624
Mcavernosa20347	K14191
Mcavernosa15580	K01262
Mcavernosa03825	K02214
Mcavernosa11781	K07809
Mcavernosa06781	K00698
Mcavernosa06709	K04615
Mcavernosa21917	K07305
Mcavernosa22745	K11340
Mcavernosa01313	K05048
Mcavernosa07087	K14379
Mcavernosa30154	K20791
Mcavernosa11481	K10691
Mcavernosa29765	K21404
Mcavernosa28408	K08631
Mcavernosa00983	K09360
Mcavernosa01019	K08829
Mcavernosa20016	K12619
Mcavernosa11331	K24737
Mcavernosa25651	K11703
Mcavernosa24709	K04630
Mcavernosa26865	K04441
Mcavernosa04426	K16669
Mcavernosa20078	K08465
Mcavernosa19453	K17301
Mcavernosa01024	K03354
Mcavernosa32359	K22754
Mcavernosa19487	K22790
Mcavernosa05357	K05095
Mcavernosa09431	K15682
Mcavernosa22302	K10408
Mcavernosa01785	K22453
Mcavernosa32963	K10841
Mcavernosa20957	K17935
Mcavernosa30801	K01097
Mcavernosa08894	K19865
Mcavernosa21964	K11491
Mcavernosa16413	K20121
Mcavernosa15217	K08202
Mcavernosa05291	K15161
Mcavernosa08604	K11797
Mcavernosa09075	K02183
Mcavernosa31879	K05035
Mcavernosa10161	K24485
Mcavernosa21133	K16575
Mcavernosa11050	K02320
Mcavernosa04572	K11141
Mcavernosa02076	K00164
Mcavernosa25775	K15262
Mcavernosa15260	K00485
Mcavernosa34021	K13750
Mcavernosa00479	K10898
Mcavernosa25058	K05125
Mcavernosa13814	K15698
Mcavernosa33710	K04615
Mcavernosa16608	K14006
Mcavernosa15390	K04364
Mcavernosa03566	K24800
Mcavernosa11194	K10454
Mcavernosa25571	K13115
Mcavernosa26143	K05637
Mcavernosa32651	K23402
Mcavernosa34713	K14846
Mcavernosa28459	K18134
Mcavernosa10354	K15310
Mcavernosa02668	K09290
Mcavernosa08407	K06825
Mcavernosa13191	K04153
Mcavernosa28665	K15199
