isogroup1422	K18753
isogroup63580	K12384
isogroup27068	K03687
isogroup147220	K06826
isogroup64059	K11844
isogroup253921	K14455
isogroup192880	K09863
isogroup156558	K01242
isogroup2697	K06236
isogroup129201	K00019
isogroup106789	K04592
isogroup98702	K07497
isogroup175562	K01362
isogroup12503	K14806
isogroup59160	K10703
isogroup29670	K00921
isogroup24193	K08883
isogroup105678	K19501
isogroup98199	K06634
isogroup223795	K15837
isogroup40533	K00871
isogroup44354	K05312
isogroup68189	K05310
isogroup120766	K17592
isogroup92984	K19006
isogroup17659	K08455
isogroup337042	K07409
isogroup70375	K10745
isogroup89611	K00787
isogroup70221	K06694
isogroup36807	K05956
isogroup11854	K08957
isogroup130545	K17592
isogroup619222	K16602
isogroup83095	K05673
isogroup32619	K19636
isogroup169320	K02868
isogroup46811	K01186
isogroup247422	K03555
isogroup118714	K15287
isogroup453	K03234
isogroup187986	K17341
isogroup10809	K00512
isogroup10209	K00344
isogroup11070	K11518
isogroup238692	K10454
isogroup93741	K11729
isogroup182872	K16506
isogroup32587	K19607
isogroup259090	K00953
isogroup2413	K21548
isogroup287315	K06147
isogroup8220	K11096
isogroup217290	K04919
isogroup11796	K01565
isogroup196763	K15837
isogroup58587	K00548
isogroup34989	K11658
isogroup185703	K03165
isogroup6463	K15701
isogroup175145	K06826
isogroup425976	K16669
isogroup15670	K11248
isogroup4778	K09377
isogroup8717	K05463
isogroup23925	K08707
isogroup120744	K09555
isogroup9355	K11668
isogroup42779	K09083
isogroup308021	K04547
isogroup47031	K14815
isogroup60581	K08606
isogroup311382	K02325
isogroup97274	K04150
isogroup280004	K14780
isogroup64969	K04988
isogroup57991	K11170
isogroup240743	K18398
isogroup21182	K19676
isogroup127985	K12309
isogroup266663	K08150
isogroup3252	K05662
isogroup163647	K05673
isogroup195101	K09103
isogroup8507	K06630
isogroup3059	K10249
isogroup26994	K12494
isogroup6555	K10595
isogroup11330	K10903
isogroup124469	K00546
isogroup3686	K00624
isogroup63776	K18667
isogroup10728	K17768
isogroup31934	K06093
isogroup24849	K15297
isogroup17637	K04420
isogroup16241	K13444
isogroup75776	K09228
isogroup233799	K04916
isogroup656367	K08630
isogroup35845	K01869
isogroup243814	K02126
isogroup174380	K16506
isogroup4840	K01805
isogroup130030	K07497
isogroup279446	K16669
isogroup20061	K05121
isogroup45164	K17988
isogroup202018	K04840
isogroup6120	K12310
isogroup34847	K12818
isogroup171076	K14354
isogroup4340	K02223
isogroup9494	K08117
isogroup224563	K04136
isogroup206031	K06641
isogroup178018	K05034
isogroup56397	K18663
isogroup641924	K03176
isogroup7844	K11650
isogroup69156	K00432
isogroup337794	K02112
isogroup103495	K09669
isogroup84133	K09651
isogroup7147	K08056
isogroup372626	K01530
isogroup67288	K19021
isogroup178895	K20777
isogroup18396	K13110
isogroup116249	K08545
isogroup173169	K04565
isogroup73616	K10408
isogroup7439	K18462
isogroup172264	K17566
isogroup36985	K14438
isogroup48209	K13047
isogroup58541	K04409
isogroup35341	K06173
isogroup10679	K11841
isogroup138623	K10457
isogroup335196	K07374
isogroup284909	K10742
isogroup7494	K08762
isogroup52688	K08202
isogroup224456	K15015
isogroup14315	K13813
isogroup283663	K02880
isogroup13435	K12132
isogroup294168	K05841
isogroup57431	K07379
isogroup28703	K20242
isogroup13492	K14998
isogroup274668	K13421
isogroup83065	K00387
isogroup48994	K01511
isogroup146676	K13155
isogroup365922	K03850
isogroup135241	K16743
isogroup32366	K12183
isogroup522313	K03094
isogroup304971	K11838
isogroup26075	K15710
isogroup14751	K06642
isogroup26182	K06867
isogroup34223	K04594
isogroup57125	K08193
isogroup115615	K14801
isogroup33132	K15361
isogroup51298	K13806
isogroup26036	K13886
isogroup59572	K11883
isogroup169898	K05087
isogroup188423	K14388
isogroup15305	K03139
isogroup4497	K03243
isogroup100847	K02030
isogroup34444	K01866
isogroup90174	K08239
isogroup15411	K01873
isogroup90445	K04357
isogroup177696	K17495
isogroup100928	K08375
isogroup78339	K07376
isogroup95289	K14152
isogroup368563	K01176
isogroup311991	K01176
isogroup35635	K04659
isogroup56977	K10746
isogroup5300	K17686
isogroup146806	K04231
isogroup259009	K14613
isogroup330260	K04662
isogroup194101	K20031
isogroup7696	K13239
isogroup107031	K12585
isogroup69030	K03513
isogroup18507	K07739
isogroup56992	K18274
isogroup156089	K17495
isogroup622287	K04887
isogroup319838	K15429
isogroup23391	K03011
isogroup39420	K20299
isogroup7125	K01313
isogroup116647	K02995
isogroup64157	K08135
isogroup15870	K00273
isogroup66996	K21635
isogroup259596	K10457
isogroup97863	K00471
isogroup61998	K03858
isogroup9318	K14317
isogroup6754	K12825
isogroup36165	K14649
isogroup136888	K20795
isogroup249311	K17535
isogroup423251	K12035
isogroup14385	K20397
isogroup204792	K12600
isogroup18444	K17592
isogroup41728	K20362
isogroup18925	K07855
isogroup697	K07071
isogroup86807	K00861
isogroup198597	K02206
isogroup26516	K10593
isogroup12878	K00232
isogroup83090	K15711
isogroup9648	K07901
isogroup95166	K04706
isogroup169971	K08076
isogroup49208	K04353
isogroup2979	K01135
isogroup2011	K10380
isogroup6321	K04615
isogroup78603	K07497
isogroup33180	K07369
isogroup816889	K06207
isogroup159759	K08016
isogroup30676	K16312
isogroup58184	K10845
isogroup28966	K17500
isogroup74943	K10479
isogroup321595	K01019
isogroup153439	K13517
isogroup24684	K13191
isogroup573116	K18669
isogroup8755	K04527
isogroup137283	K07893
isogroup8577	K12669
isogroup23981	K14455
isogroup68227	K01301
isogroup197368	K02977
isogroup49733	K04905
isogroup393495	K08574
isogroup106506	K20722
isogroup119887	K04854
isogroup150399	K04153
isogroup131430	K08961
isogroup634502	K16342
isogroup146008	K09675
isogroup42823	K17925
isogroup175730	K08117
isogroup20301	K10408
isogroup135174	K10732
isogroup38658	K19363
isogroup160302	K10380
isogroup306720	K04153
isogroup42856	K17341
isogroup60692	K04984
isogroup278573	K01115
isogroup105784	K08375
isogroup2004	K18622
isogroup487059	K04874
isogroup207014	K17279
isogroup98278	K17675
isogroup189086	K13990
isogroup100605	K06792
isogroup3745	K12474
isogroup67154	K14457
isogroup124939	K09657
isogroup4897	K10696
isogroup49320	K12260
isogroup37964	K03509
isogroup53189	K12813
isogroup32692	K01596
isogroup52307	K10268
isogroup39916	K02963
isogroup9905	K16185
isogroup173543	K16465
isogroup1648	K08843
isogroup207760	K07497
isogroup517880	K18660
isogroup309166	K00860
isogroup20241	K03109
isogroup129583	K11592
isogroup51629	K16848
isogroup75043	K06252
isogroup21843	K01887
isogroup532100	K09382
isogroup412908	K18274
isogroup62542	K10158
isogroup46985	K14616
isogroup46716	K16573
isogroup64367	K05849
isogroup77092	K11373
isogroup33066	K13174
isogroup8761	K20030
isogroup103061	K13237
isogroup349679	K05658
isogroup88595	K06826
isogroup22913	K18200
isogroup21754	K19177
isogroup3458	K09204
isogroup98565	K18422
isogroup42842	K01409
isogroup25126	K09186
isogroup13212	K14010
isogroup265851	K15255
isogroup59986	K11657
isogroup298922	K10443
isogroup19457	K08855
isogroup135915	K10256
isogroup94958	K12035
isogroup145225	K04344
isogroup183972	K02930
isogroup12893	K09608
isogroup20564	K01142
isogroup25666	K17495
isogroup41984	K14951
isogroup62870	K19899
isogroup45981	K06236
isogroup145766	K04349
isogroup64381	K06825
isogroup257464	K14157
isogroup215673	K04984
isogroup206343	K04266
isogroup16441	K06171
isogroup370689	K01867
isogroup630986	K16602
isogroup30396	K11462
isogroup54957	K06630
isogroup210404	K06640
isogroup92768	K00088
isogroup85885	K15200
isogroup102967	K04696
isogroup17700	K00641
isogroup131589	K04442
isogroup76461	K00505
isogroup552346	K10104
isogroup267	K19721
isogroup2679	K01273
isogroup308835	K03909
isogroup260173	K02925
isogroup141061	K08794
isogroup21629	K17495
isogroup41907	K18398
isogroup253135	K05717
isogroup77	K02937
isogroup12397	K12021
isogroup53355	K01376
isogroup137272	K08546
isogroup362698	K01206
isogroup26526	K16768
isogroup258446	K08465
isogroup43525	K11885
isogroup335158	K06841
isogroup236631	K01950
isogroup2726	K05853
isogroup88469	K04628
isogroup62302	K19348
isogroup101701	K01802
isogroup22952	K01669
isogroup75361	K20191
isogroup97298	K14861
isogroup122790	K11173
isogroup11537	K20899
isogroup39838	K05731
isogroup203644	K17341
isogroup422422	K02937
isogroup79615	K15261
isogroup81900	K11997
isogroup291303	K04550
isogroup2224	K03676
isogroup6994	K20346
isogroup22311	K18669
isogroup61115	K10756
isogroup125931	K16795
isogroup15336	K00457
isogroup186543	K17815
isogroup182188	K19385
isogroup59040	K07903
isogroup30325	K14765
isogroup73977	K00544
isogroup194218	K08776
isogroup22350	K00671
isogroup26545	K07478
isogroup29671	K16536
isogroup4050	K03178
isogroup23011	K18263
isogroup4285	K14074
isogroup64347	K17554
isogroup167685	K11155
isogroup148388	K07994
isogroup22094	K05048
isogroup80358	K00569
isogroup34078	K14320
isogroup208459	K07497
isogroup42768	K13348
isogroup47246	K17424
isogroup58329	K08637
isogroup310260	K15107
isogroup1799	K06630
isogroup306837	K17065
isogroup18096	K20027
isogroup5681	K05630
isogroup49548	K05094
isogroup66083	K00314
isogroup171763	K14772
isogroup13457	K13912
isogroup33323	K07436
isogroup598817	K08624
isogroup529949	K02145
isogroup390176	K15837
isogroup191545	K19179
isogroup134349	K09657
isogroup90623	K19872
isogroup10604	K05094
isogroup184580	K17570
isogroup13718	K09218
isogroup184518	K04967
isogroup43612	K16606
isogroup157298	K04978
isogroup109202	K07497
isogroup41087	K13206
isogroup18686	K17493
isogroup14933	K08202
isogroup236807	K07375
isogroup515825	K17255
isogroup295512	K15683
isogroup104397	K00726
isogroup27568	K07766
isogroup9781	K11980
isogroup93532	K06095
isogroup208767	K12323
isogroup120707	K00341
isogroup14273	K13295
isogroup302297	K15306
isogroup28902	K14354
isogroup240954	K07497
isogroup8390	K04612
isogroup80999	K14862
isogroup134824	K01493
isogroup11302	K13190
isogroup88521	K14589
isogroup15064	K04440
isogroup5863	K15178
isogroup442402	K01689
isogroup241660	K15255
isogroup90381	K18711
isogroup78519	K06072
isogroup88947	K03332
isogroup387203	K03875
isogroup68331	K16474
isogroup38691	K05673
isogroup221930	K17550
isogroup124890	K10419
isogroup21468	K04594
isogroup11316	K01278
isogroup63171	K14686
isogroup20992	K14206
isogroup483	K14429
isogroup34712	K18405
isogroup32371	K04144
isogroup20524	K11964
isogroup2641	K06057
isogroup142119	K02332
isogroup44358	K13807
isogroup29461	K07375
isogroup7153	K14396
isogroup141220	K02187
isogroup27956	K13354
isogroup58540	K10772
isogroup274888	K05673
isogroup649414	K15255
isogroup204743	K09634
isogroup341947	K14753
isogroup40681	K14302
isogroup73173	K20635
isogroup162073	K15123
isogroup40185	K11972
isogroup306928	K15837
isogroup31406	K06100
isogroup26445	K10641
isogroup235672	K14829
isogroup136675	K13024
isogroup77945	K08252
isogroup597296	K01537
isogroup395349	K04876
isogroup61613	K06670
isogroup15267	K01469
isogroup35569	K08339
isogroup31902	K09459
isogroup3793	K04353
isogroup54353	K01490
isogroup226663	K01904
isogroup24811	K12835
isogroup34034	K11855
isogroup423228	K10891
isogroup94350	K10401
isogroup476920	K04145
isogroup78687	K15131
isogroup206489	K01415
isogroup157340	K06825
isogroup200	K02987
isogroup133598	K19360
isogroup46072	K06487
isogroup119123	K17495
isogroup236753	K12035
isogroup163053	K16289
isogroup75312	K14079
isogroup78176	K04144
isogroup11206	K17682
isogroup191061	K16175
isogroup64329	K00213
isogroup87527	K00857
isogroup37229	K09366
isogroup9850	K17267
isogroup30407	K12872
isogroup128089	K01623
isogroup24179	K18038
isogroup11961	K17341
isogroup14332	K13288
isogroup31120	K19703
isogroup676	K06236
isogroup164	K02973
isogroup87754	K10268
isogroup25441	K19754
isogroup22987	K00850
isogroup166730	K18201
isogroup156371	K01950
isogroup350836	K04828
isogroup304555	K03648
isogroup597133	K02256
isogroup562227	K18416
isogroup27234	K20632
isogroup85329	K14347
isogroup6885	K09584
isogroup233892	K15837
isogroup354058	K09583
isogroup119035	K02607
isogroup28851	K16547
isogroup12183	K09326
isogroup61904	K09491
isogroup686937	K10761
isogroup22990	K06794
isogroup6572	K14611
isogroup66581	K09256
isogroup9309	K00472
isogroup4743	K16575
isogroup21611	K12614
isogroup210841	K10335
isogroup135778	K08076
isogroup95656	K10768
isogroup36888	K05612
isogroup36476	K10454
isogroup14669	K05747
isogroup90458	K14326
isogroup51023	K15502
isogroup290640	K04615
isogroup1670	K05048
isogroup16031	K20908
isogroup260606	K06841
isogroup210508	K05542
isogroup167519	K08622
isogroup88060	K08076
isogroup258163	K06835
isogroup428190	K20196
isogroup315586	K10419
isogroup49357	K17495
isogroup44422	K05143
isogroup32008	K04565
isogroup20418	K11471
isogroup47279	K21734
isogroup203	K02940
isogroup25742	K06225
isogroup472086	K02900
isogroup19326	K13102
isogroup124224	K05871
isogroup113988	K14003
isogroup5100	K04409
isogroup3532	K05701
isogroup80416	K03637
isogroup2107	K06826
isogroup75687	K07189
isogroup26306	K15176
isogroup333846	K14785
isogroup29660	K10051
isogroup255379	K09606
isogroup328017	K12035
isogroup358982	K15259
isogroup8437	K12375
isogroup700081	K08794
isogroup178856	K20474
isogroup19579	K16685
isogroup3504	K00573
isogroup73326	K14709
isogroup19471	K04433
isogroup5958	K07817
isogroup132762	K05092
isogroup243840	K02973
isogroup252	K02976
isogroup44830	K16601
isogroup3985	K17592
isogroup328151	K14780
isogroup13552	K02168
isogroup216193	K13515
isogroup111704	K15837
isogroup14997	K12647
isogroup35791	K14843
isogroup7177	K06184
isogroup408638	K00744
isogroup3935	K04498
isogroup33412	K20994
isogroup57943	K01135
isogroup117716	K15446
isogroup20905	K17894
isogroup335933	K09881
isogroup341699	K02262
isogroup111330	K01151
isogroup162297	K15376
isogroup168652	K16904
isogroup8961	K04520
isogroup12337	K01267
isogroup43347	K12599
isogroup267784	K02703
isogroup103815	K10291
isogroup5409	K19949
isogroup24251	K13577
isogroup59748	K12737
isogroup115618	K00058
isogroup6329	K00968
isogroup1998	K06114
isogroup343930	K08374
isogroup54507	K01793
isogroup37943	K08199
isogroup134954	K02957
isogroup34891	K10803
isogroup2866	K06560
isogroup7338	K20371
isogroup80981	K10443
isogroup531798	K09250
isogroup97980	K20053
isogroup165826	K04393
isogroup75840	K15148
isogroup71463	K16465
isogroup90935	K04157
isogroup95452	K00072
isogroup4515	K01537
isogroup60963	K10397
isogroup82184	K14297
isogroup603471	K05181
isogroup432967	K05184
isogroup10042	K06825
isogroup39652	K17923
isogroup137558	K02870
isogroup21989	K18674
isogroup122154	K10895
isogroup118127	K17820
isogroup41642	K07555
isogroup108559	K06268
isogroup274718	K14827
isogroup125766	K00476
isogroup413860	K02882
isogroup2638	K08037
isogroup25751	K16669
isogroup72646	K09884
isogroup439696	K05126
isogroup83172	K11417
isogroup83690	K13753
isogroup170306	K10900
isogroup168622	K01415
isogroup411926	K04615
isogroup244842	K00471
isogroup5125	K01875
isogroup24809	K10661
isogroup8181	K10356
isogroup44334	K14774
isogroup3038	K06639
isogroup38937	K01895
isogroup153481	K14862
isogroup73867	K04978
isogroup14194	K09214
isogroup41707	K15310
isogroup250921	K16757
isogroup40552	K01867
isogroup5223	K02737
isogroup134739	K04978
isogroup108225	K12035
isogroup654743	K04984
isogroup185145	K02599
isogroup90656	K00103
isogroup74976	K08026
isogroup161863	K14795
isogroup116706	K13157
isogroup300315	K04888
isogroup51198	K18245
isogroup4997	K09646
isogroup29863	K14324
isogroup10320	K12585
isogroup12250	K00288
isogroup60296	K02375
isogroup210890	K15920
isogroup125195	K20408
isogroup48174	K10408
isogroup38843	K18402
isogroup127059	K09391
isogroup191632	K13539
isogroup1383	K12667
isogroup286814	K07874
isogroup65536	K01019
isogroup76303	K14018
isogroup66719	K09666
isogroup380510	K07380
isogroup80186	K18798
isogroup233438	K11374
isogroup60347	K19511
isogroup76822	K06126
isogroup104722	K01408
isogroup100013	K02219
isogroup15474	K05695
isogroup293222	K03691
isogroup40726	K09602
isogroup68981	K15255
isogroup105826	K07497
isogroup15101	K07497
isogroup12593	K06754
isogroup331466	K14735
isogroup223078	K00645
isogroup36761	K10256
isogroup205426	K14410
isogroup52370	K18403
isogroup354277	K13240
isogroup19190	K03242
isogroup49872	K17341
isogroup58192	K14354
isogroup16230	K02185
isogroup9249	K08187
isogroup1103	K16197
isogroup202743	K10418
isogroup171486	K07937
isogroup177741	K11419
isogroup146352	K05637
isogroup169369	K06711
isogroup174314	K17547
isogroup7502	K09554
isogroup50084	K19511
isogroup31042	K12562
isogroup49711	K16342
isogroup89563	K01934
isogroup85666	K07497
isogroup69993	K12403
isogroup148291	K04978
isogroup61379	K17341
isogroup143796	K11498
isogroup54622	K17804
isogroup182469	K02898
isogroup59125	K01809
isogroup72448	K17509
isogroup51504	K15046
isogroup934	K17597
isogroup204098	K10443
isogroup27508	K07910
isogroup71397	K02350
isogroup12872	K17307
isogroup108780	K09093
isogroup57769	K16732
isogroup18547	K15731
isogroup240374	K18592
isogroup109234	K15015
isogroup168419	K15255
isogroup189426	K01206
isogroup33922	K00432
isogroup22030	K17458
isogroup50024	K15159
isogroup41269	K10592
isogroup185536	K06560
isogroup23654	K06085
isogroup12444	K01196
isogroup419032	K10408
isogroup27948	K17307
isogroup101924	K01674
isogroup56257	K04994
isogroup394141	K15341
isogroup79318	K11445
isogroup99339	K10799
isogroup95522	K13706
isogroup25103	K07870
isogroup37583	K09656
isogroup18621	K10730
isogroup31370	K07050
isogroup336364	K01275
isogroup111969	K01298
isogroup163593	K16669
isogroup209060	K03231
isogroup28112	K20285
isogroup74039	K08202
isogroup189178	K03737
isogroup425610	K10887
isogroup16451	K10575
isogroup2307	K13525
isogroup44681	K07379
isogroup189111	K18711
isogroup20637	K02183
isogroup58055	K01487
isogroup21314	K17591
isogroup451436	K16752
isogroup10933	K09370
isogroup478291	K05673
isogroup16880	K03035
isogroup182339	K01792
isogroup8698	K14379
isogroup119542	K09667
isogroup159860	K19902
isogroup89848	K15281
isogroup75603	K03686
isogroup83246	K09227
isogroup30207	K15106
isogroup128695	K09848
isogroup231854	K03440
isogroup421483	K12440
isogroup19316	K05330
isogroup377263	K01586
isogroup16749	K19603
isogroup38751	K18343
isogroup71182	K08292
isogroup156429	K08231
isogroup4721	K05463
isogroup466353	K08076
isogroup481548	K16669
isogroup40786	K05312
isogroup417349	K01537
isogroup18601	K11651
isogroup141420	K13866
isogroup2130	K07213
isogroup240207	K00454
isogroup716749	K10408
isogroup91619	K09233
isogroup7917	K15014
isogroup254445	K07763
isogroup27858	K13046
isogroup295704	K06252
isogroup58127	K11339
isogroup201063	K00297
isogroup5932	K03127
isogroup424281	K02905
isogroup21542	K12841
isogroup276450	K16669
isogroup1982	K12757
isogroup58267	K17341
isogroup388911	K09230
isogroup34081	K00902
isogroup253	K05863
isogroup155324	K17341
isogroup18038	K11143
isogroup81709	K04534
isogroup206430	K05672
isogroup401742	K01190
isogroup50409	K07427
isogroup36013	K16677
isogroup341475	K04742
isogroup3751	K09557
isogroup4002	K05122
isogroup90297	K17495
isogroup224648	K20662
isogroup24269	K04739
isogroup285072	K05673
isogroup23725	K04851
isogroup354717	K10408
isogroup100658	K02433
isogroup136811	K15260
isogroup545	K09276
isogroup127555	K10733
isogroup224845	K04605
isogroup110403	K15103
isogroup439890	K08739
isogroup2462	K02134
isogroup409447	K13752
isogroup158903	K05707
isogroup50947	K11548
isogroup121769	K10158
isogroup17279	K04364
isogroup616714	K16726
isogroup7994	K02580
isogroup28891	K00699
isogroup406197	K20828
isogroup8521	K03008
isogroup8510	K08596
isogroup47561	K10414
isogroup98249	K11844
isogroup162821	K06176
isogroup10100	K10408
isogroup150540	K12323
isogroup11721	K13515
isogroup53059	K01204
isogroup4984	K10400
isogroup9568	K08066
isogroup47420	K15191
isogroup177058	K10605
isogroup6553	K12896
isogroup34324	K00602
isogroup226733	K01188
isogroup810	K03626
isogroup131548	K12035
isogroup64739	K15695
isogroup564916	K10450
isogroup47331	K11663
isogroup403200	K16610
isogroup99616	K01489
isogroup158197	K03859
isogroup141903	K06764
isogroup12813	K04593
isogroup719826	K13525
isogroup6566	K01868
isogroup77343	K19413
isogroup54731	K01230
isogroup5866	K14009
isogroup31267	K01904
isogroup126969	K12757
isogroup19923	K01578
isogroup685876	K01363
isogroup50394	K10577
isogroup426564	K07497
isogroup32290	K13872
isogroup375605	K04344
isogroup41151	K04441
isogroup1741	K10642
isogroup113880	K03103
isogroup45459	K07554
isogroup52292	K11990
isogroup91318	K01896
isogroup176793	K06560
isogroup47063	K09405
isogroup479167	K06158
isogroup11099	K15335
isogroup130901	K09228
isogroup10784	K04649
isogroup158915	K09656
isogroup73978	K07556
isogroup26420	K04097
isogroup202490	K01301
isogroup23288	K09608
isogroup137103	K05312
isogroup22930	K06685
isogroup212039	K01674
isogroup23805	K02354
isogroup44688	K13342
isogroup32641	K00665
isogroup289492	K13985
isogroup14668	K06643
isogroup12841	K18732
isogroup3230	K05701
isogroup112359	K19054
isogroup96842	K05129
isogroup64515	K16774
isogroup84824	K02355
isogroup120277	K11128
isogroup3561	K05127
isogroup19484	K11290
isogroup117915	K05195
isogroup27614	K06027
isogroup170450	K11453
isogroup39845	K09407
isogroup49712	K20372
isogroup552124	K08076
isogroup101362	K03440
isogroup450	K01365
isogroup115647	K03909
isogroup55029	K16900
isogroup178103	K15121
isogroup56759	K18598
isogroup19070	K07915
isogroup55008	K18681
isogroup131910	K10457
isogroup49671	K11731
isogroup38120	K11862
isogroup26677	K16452
isogroup102167	K07497
isogroup925726	K02295
isogroup22676	K20369
isogroup49295	K03902
isogroup226626	K08520
isogroup9030	K13161
isogroup68237	K20160
isogroup69056	K09142
isogroup74174	K01019
isogroup485475	K10380
isogroup10180	K16175
isogroup645846	K12323
isogroup334681	K10380
isogroup10219	K05687
isogroup104437	K17341
isogroup302682	K04595
isogroup31691	K15381
isogroup461478	K11426
isogroup131848	K01186
isogroup419085	K02934
isogroup100717	K10457
isogroup2705	K13203
isogroup271446	K04344
isogroup16440	K12199
isogroup189533	K11970
isogroup63086	K10660
isogroup105396	K08375
isogroup170995	K06633
isogroup60171	K00476
isogroup100295	K09640
isogroup130204	K17341
isogroup34495	K14716
isogroup75176	K16280
isogroup401906	K11254
isogroup43932	K14566
isogroup22091	K16582
isogroup36172	K20304
isogroup257973	K02870
isogroup25548	K01464
isogroup443306	K17341
isogroup31492	K10744
isogroup193217	K17809
isogroup1935	K12812
isogroup22349	K01870
isogroup515223	K03994
isogroup57090	K01528
isogroup38580	K13211
isogroup59952	K08507
isogroup32502	K15278
isogroup58667	K07379
isogroup14426	K02876
isogroup224870	K00728
isogroup28855	K05092
isogroup663813	K10408
isogroup238266	K01672
isogroup144967	K08739
isogroup34290	K11266
isogroup582806	K14318
isogroup238581	K01049
isogroup37832	K02999
isogroup19064	K08029
isogroup72271	K06901
isogroup18003	K07189
isogroup15963	K20072
isogroup36591	K10686
isogroup187842	K09267
isogroup16110	K20308
isogroup100159	K15687
isogroup82	K08770
isogroup315299	K08150
isogroup46994	K07868
isogroup94260	K06226
isogroup288256	K08467
isogroup92849	K04718
isogroup13658	K19721
isogroup9097	K12076
isogroup89293	K11267
isogroup6730	K05668
isogroup21165	K00207
isogroup122298	K10464
isogroup157710	K12417
isogroup322477	K06753
isogroup325506	K04422
isogroup607361	K14963
isogroup14883	K17498
isogroup20509	K09115
isogroup143581	K07378
isogroup228468	K13525
isogroup500580	K00744
isogroup11675	K14719
isogroup1138	K18668
isogroup48055	K09214
isogroup19225	K15164
isogroup10564	K13649
isogroup227123	K14311
isogroup120372	K08545
isogroup234065	K01876
isogroup37155	K12459
isogroup240642	K16506
isogroup141634	K10358
isogroup84017	K04434
isogroup18264	K06694
isogroup258783	K10380
isogroup252257	K04163
isogroup13891	K02219
isogroup34484	K09608
isogroup51397	K08132
isogroup54166	K09228
isogroup37201	K00907
isogroup455790	K00666
isogroup433850	K00744
isogroup9287	K02147
isogroup170579	K13960
isogroup171990	K10737
isogroup137926	K09995
isogroup15301	K16848
isogroup31899	K04532
isogroup39712	K02202
isogroup1420	K01365
isogroup30824	K00685
isogroup57340	K15839
isogroup200047	K20995
isogroup197042	K04874
isogroup187581	K06942
isogroup26429	K02599
isogroup39595	K14397
isogroup16025	K10356
isogroup45608	K03264
isogroup65321	K07759
isogroup663848	K03164
isogroup43448	K01968
isogroup10527	K09207
isogroup72782	K15684
isogroup165544	K17495
isogroup35270	K08267
isogroup101847	K20404
isogroup171513	K13956
isogroup231794	K03320
isogroup1730	K13091
isogroup33091	K01262
isogroup346	K02865
isogroup57113	K09140
isogroup17067	K12301
isogroup230323	K02262
isogroup7874	K04398
isogroup299622	K07752
isogroup19785	K05677
isogroup43789	K20313
isogroup153693	K06225
isogroup17970	K07899
isogroup31556	K20102
isogroup127046	K04986
isogroup335284	K00626
isogroup341381	K20404
isogroup22450	K02157
isogroup2507	K03873
isogroup134957	K05360
isogroup9841	K10408
isogroup37391	K18399
isogroup93908	K14318
isogroup73263	K09228
isogroup386478	K09656
isogroup31947	K01365
isogroup490288	K13866
isogroup46451	K11416
isogroup67306	K15381
isogroup199	K02891
isogroup99178	K13717
isogroup86196	K11154
isogroup39826	K15261
isogroup37	K00522
isogroup10301	K02183
isogroup2845	K02887
isogroup10859	K02729
isogroup29312	K17300
isogroup17011	K05701
isogroup39873	K06723
isogroup157870	K12389
isogroup5397	K05502
isogroup25884	K08495
isogroup24638	K15203
isogroup785	K05757
isogroup150366	K19612
isogroup73012	K03283
isogroup6740	K20795
isogroup20516	K10418
isogroup30253	K20298
isogroup42270	K15111
isogroup91004	K00088
isogroup214703	K01512
isogroup273265	K02985
isogroup190446	K00280
isogroup118157	K11590
isogroup9324	K08805
isogroup56193	K01530
isogroup1096	K02128
isogroup15845	K17701
isogroup48641	K14773
isogroup26201	K08134
isogroup62890	K14530
isogroup4669	K05021
isogroup76349	K01349
isogroup100635	K15837
isogroup632165	K07374
isogroup196865	K05126
isogroup131324	K07419
isogroup223961	K10446
isogroup21393	K13728
isogroup260963	K02974
isogroup122922	K09640
isogroup437350	K04988
isogroup48328	K10770
isogroup252107	K04686
isogroup95721	K18407
isogroup327271	K05612
isogroup215651	K04830
isogroup112553	K18710
isogroup92554	K00461
isogroup67759	K19681
isogroup111171	K03929
isogroup66980	K16532
isogroup307490	K04135
isogroup358135	K12323
isogroup64532	K01598
isogroup195393	K01151
isogroup38979	K09522
isogroup47634	K06496
isogroup275981	K14386
isogroup9326	K04530
isogroup111344	K04352
isogroup86838	K00733
isogroup121537	K05673
isogroup10914	K02295
isogroup497078	K06685
isogroup5006	K07903
isogroup44003	K01106
isogroup60421	K14410
isogroup75964	K06711
isogroup109913	K09452
isogroup173282	K20795
isogroup12197	K09049
isogroup147804	K14794
isogroup20944	K04805
isogroup224278	K01794
isogroup517807	K05673
isogroup43502	K16942
isogroup145927	K09666
isogroup185389	K08465
isogroup44741	K15275
isogroup40647	K13045
isogroup90575	K18627
isogroup116349	K10442
isogroup224767	K04989
isogroup29636	K10871
isogroup86244	K01663
isogroup46285	K06210
isogroup137624	K03954
isogroup83078	K07497
isogroup96873	K14442
isogroup55971	K15283
isogroup29490	K16543
isogroup153143	K10307
isogroup19757	K02375
isogroup22853	K11653
isogroup489557	K13134
isogroup142282	K15759
isogroup401344	K10408
isogroup390152	K13866
isogroup309568	K01832
isogroup192360	K08900
isogroup85698	K14716
isogroup49464	K12190
isogroup27264	K14713
isogroup77420	K13067
isogroup506277	K10408
isogroup349920	K16465
isogroup98552	K08727
isogroup57043	K06693
isogroup411166	K04892
isogroup249404	K18274
isogroup219136	K04615
isogroup8350	K12854
isogroup2385	K19363
isogroup237156	K06768
isogroup80338	K18274
isogroup29372	K14650
isogroup18349	K05398
