isogroup283428	K03147
isogroup238910	K04043
isogroup111265	K10380
isogroup114744	K01201
isogroup546281	K05286
isogroup164924	K00060
isogroup193516	K14753
isogroup46254	K04833
isogroup267260	K00558
isogroup298887	K10389
isogroup290016	K02293
isogroup42625	K19603
isogroup287915	K04740
isogroup471796	K07374
isogroup401614	K05048
isogroup37594	K19041
isogroup118682	K15272
isogroup316222	K03778
isogroup120636	K03321
isogroup34260	K11699
isogroup293572	K00128
isogroup8629	K08829
isogroup250813	K09608
isogroup271074	K12581
isogroup5301	K20123
isogroup19912	K14944
isogroup25570	K19932
isogroup27019	K17608
isogroup182112	K12132
isogroup75792	K14550
isogroup153309	K17710
isogroup343174	K01298
isogroup223182	K08597
isogroup86403	K06062
isogroup185228	K10394
isogroup146952	K10380
isogroup161630	K16283
isogroup274940	K10807
isogroup159953	K15047
isogroup176310	K05201
isogroup226906	K10408
isogroup267275	K00963
isogroup203096	K04843
isogroup69598	K21396
isogroup181190	K06180
isogroup39807	K04986
isogroup227360	K04806
isogroup12163	K00444
isogroup263925	K00134
isogroup122715	K13047
isogroup382	K11592
isogroup99516	K20299
isogroup159463	K03626
isogroup42762	K10645
isogroup5054	K09641
isogroup418935	K10408
isogroup198263	K18417
isogroup263934	K01527
isogroup57732	K01103
isogroup204215	K10801
isogroup26958	K09533
isogroup264312	K01854
isogroup132538	K10901
isogroup167318	K13755
isogroup224655	K03292
isogroup12616	K14564
isogroup343075	K04608
isogroup63233	K10641
isogroup23588	K07889
isogroup39422	K09608
isogroup355813	K12410
isogroup333154	K00706
isogroup228614	K03165
isogroup206822	K13679
isogroup291054	K08490
isogroup116537	K10799
isogroup71739	K01764
isogroup150061	K14554
isogroup220615	K03231
isogroup78804	K04905
isogroup107708	K09229
isogroup80249	K03164
isogroup211125	K09608
isogroup186243	K00362
isogroup58327	K10485
isogroup234440	K21862
isogroup116652	K10450
isogroup13344	K13084
isogroup452117	K10408
isogroup67873	K00762
isogroup525057	K10591
isogroup7161	K08892
isogroup421598	K10408
isogroup200655	K13412
isogroup210198	K20367
isogroup16059	K17563
isogroup120876	K04730
isogroup59180	K20285
isogroup297987	K04523
isogroup273185	K11968
isogroup118467	K03102
isogroup153536	K10747
isogroup73068	K17730
isogroup103251	K03696
isogroup204435	K00744
isogroup57573	K09648
isogroup5529	K05236
isogroup71842	K10359
isogroup411834	K07589
isogroup293236	K10956
isogroup263944	K17943
isogroup11105	K14006
isogroup62166	K00939
isogroup104787	K00485
isogroup59426	K06176
isogroup7550	K09210
isogroup70212	K11124
isogroup115774	K19327
isogroup153	K02969
isogroup113613	K08022
isogroup304347	K05658
isogroup8522	K12874
isogroup211322	K02873
isogroup189474	K14617
isogroup305731	K10753
isogroup167014	K08026
isogroup2669	K16288
isogroup189348	K07305
isogroup39109	K08766
isogroup178903	K10393
isogroup71958	K14347
isogroup20214	K12488
isogroup6388	K09171
isogroup342045	K01365
isogroup280549	K02691
isogroup130061	K00846
isogroup159041	K09223
isogroup165601	K00108
isogroup171942	K12035
isogroup147121	K00432
isogroup115656	K00323
isogroup2724	K02156
isogroup20687	K00763
isogroup204443	K02223
isogroup270597	K00688
isogroup32694	K19367
isogroup292803	K20661
isogroup18417	K01669
isogroup46555	K04285
isogroup92987	K04043
isogroup106380	K06709
isogroup119116	K16757
isogroup218907	K08582
isogroup16708	K11836
isogroup23679	K10631
isogroup184249	K00898
isogroup21758	K11854
isogroup84803	K09657
isogroup378898	K05724
isogroup99322	K02677
isogroup215188	K12132
isogroup41430	K10636
isogroup38791	K14964
isogroup89666	K06675
isogroup370773	K17570
isogroup183881	K00131
isogroup75563	K06228
isogroup211723	K10807
isogroup25707	K10345
isogroup69002	K08292
isogroup268907	K01176
isogroup23564	K18260
isogroup56927	K07752
isogroup64771	K00700
isogroup7234	K00020
isogroup12895	K11967
isogroup115403	K01490
isogroup265868	K19369
isogroup67890	K10571
isogroup284324	K01853
isogroup114061	K21440
isogroup119058	K13412
isogroup285793	K12492
isogroup21405	K01315
isogroup286514	K06889
isogroup263910	K04078
isogroup6118	K17094
isogroup29596	K11808
isogroup47466	K15111
isogroup19993	K05741
isogroup60986	K10898
isogroup53193	K19941
isogroup305623	K12590
isogroup85144	K13539
isogroup298263	K01535
isogroup18493	K05628
isogroup36220	K04802
isogroup273585	K09540
isogroup206186	K18283
isogroup117422	K14856
isogroup39883	K00323
isogroup99723	K02216
isogroup225323	K14994
isogroup78930	K06238
isogroup201439	K14297
isogroup262084	K03564
isogroup219518	K17495
isogroup45962	K03593
isogroup14237	K13089
isogroup445474	K00383
isogroup7159	K12822
isogroup49839	K12602
isogroup409167	K16292
isogroup179900	K06258
isogroup99117	K13293
isogroup433887	K02214
isogroup361686	K05662
isogroup39419	K03644
isogroup4345	K01689
isogroup24956	K10699
isogroup69950	K12439
isogroup232340	K02716
isogroup243415	K01410
isogroup35892	K16569
isogroup324000	K08269
isogroup40058	K10746
isogroup117063	K06158
isogroup88222	K12888
isogroup117817	K00898
isogroup82313	K11259
isogroup85493	K04771
isogroup35762	K00898
isogroup189814	K01466
isogroup366246	K04885
isogroup285768	K00010
isogroup177830	K13412
isogroup28745	K00326
isogroup37048	K14157
isogroup393240	K00645
isogroup184695	K08885
isogroup34602	K13421
isogroup401697	K16457
isogroup147404	K08794
isogroup303468	K01190
isogroup187677	K04909
isogroup276089	K06178
isogroup171019	K02327
isogroup104196	K17491
isogroup67427	K17529
isogroup78853	K20293
isogroup69672	K01647
isogroup186675	K11273
isogroup306449	K16608
isogroup120269	K03593
isogroup283432	K08678
isogroup3133	K16548
isogroup158294	K16608
isogroup60360	K01889
isogroup116141	K09874
isogroup29053	K19352
isogroup87808	K02324
isogroup113510	K00315
isogroup45417	K16745
isogroup223574	K03263
isogroup227045	K06179
isogroup168013	K16726
isogroup302831	K11600
isogroup205341	K12573
isogroup264671	K07953
isogroup166829	K21893
isogroup313413	K05681
isogroup27362	K11251
isogroup415773	K00710
isogroup26490	K05103
isogroup80676	K11507
isogroup178266	K08202
isogroup62918	K13511
isogroup28299	K05129
isogroup46111	K06233
isogroup660926	K17253
isogroup122518	K01885
isogroup314741	K04567
isogroup203948	K02951
isogroup194848	K08848
isogroup132899	K13025
isogroup279041	K07304
isogroup36806	K01551
isogroup57944	K08834
isogroup187050	K12823
isogroup156264	K05665
isogroup1172	K10373
isogroup262203	K07497
isogroup162774	K17495
isogroup277304	K20221
isogroup267856	K09620
isogroup83470	K15902
isogroup276456	K12968
isogroup17224	K03936
isogroup285356	K02206
isogroup109263	K14390
isogroup112611	K01379
isogroup116818	K19944
isogroup74963	K04874
isogroup105305	K11310
isogroup246447	K12881
isogroup304416	K17943
isogroup119831	K01669
isogroup102010	K10402
isogroup116162	K02875
isogroup94346	K11162
isogroup109129	K11584
isogroup117295	K02603
isogroup287345	K10408
isogroup343829	K03665
isogroup15180	K00166
isogroup226180	K04459
isogroup38168	K15451
isogroup37065	K07520
isogroup21837	K13109
isogroup272570	K02427
isogroup216955	K05624
isogroup13743	K02144
isogroup151881	K04608
isogroup152517	K10130
isogroup451403	K01469
isogroup56006	K07963
isogroup273926	K07126
isogroup239651	K17630
isogroup213111	K01870
isogroup1211	K13886
isogroup78447	K06640
isogroup214237	K04137
isogroup13715	K11294
isogroup312783	K18423
isogroup286879	K04849
isogroup222447	K19941
isogroup45098	K12795
isogroup229816	K01210
isogroup158	K02900
isogroup266220	K14411
isogroup312450	K13338
isogroup265232	K16599
isogroup41771	K09492
isogroup190354	K11204
isogroup309750	K10844
isogroup145794	K05273
isogroup308801	K11594
isogroup169852	K08176
isogroup300322	K09702
isogroup52215	K02995
isogroup668418	K05360
isogroup203484	K01883
isogroup26507	K08653
isogroup78166	K10706
isogroup119238	K20181
isogroup114774	K08991
isogroup127067	K06978
isogroup40021	K16368
isogroup8289	K05398
isogroup272890	K03320
isogroup310825	K00854
isogroup278701	K03539
isogroup302004	K17086
isogroup61080	K18953
isogroup15936	K11654
isogroup363441	K16196
isogroup298754	K00850
isogroup13267	K10848
isogroup140000	K01102
isogroup29337	K17278
isogroup10494	K05703
isogroup492398	K10027
isogroup13371	K20880
isogroup157622	K19398
isogroup63275	K10249
isogroup247685	K21989
isogroup314334	K21358
isogroup513214	K01315
isogroup285949	K01462
isogroup186021	K10454
isogroup119876	K06883
isogroup287410	K11204
isogroup106912	K00472
isogroup126645	K11546
isogroup294708	K18055
isogroup250610	K15109
isogroup10204	K12741
isogroup33499	K00765
isogroup46434	K20029
isogroup732	K11421
isogroup11425	K17086
isogroup235208	K14327
isogroup69997	K12571
isogroup269144	K00476
isogroup84951	K12599
isogroup4452	K03066
isogroup261778	K08617
isogroup222053	K07456
isogroup196605	K06228
isogroup275621	K07511
isogroup628654	K02886
isogroup35282	K13169
isogroup184709	K08803
isogroup21166	K00710
isogroup30997	K17346
isogroup122122	K01904
isogroup115245	K10604
isogroup285495	K13412
isogroup178512	K01647
isogroup269984	K21198
isogroup219409	K17506
isogroup6973	K07374
isogroup70945	K08736
isogroup117470	K03696
isogroup11633	K01310
isogroup31766	K10408
isogroup156986	K00326
isogroup41645	K06825
isogroup272255	K18740
isogroup137604	K04912
isogroup234083	K19674
isogroup324355	K14810
isogroup468938	K00958
isogroup426784	K03320
isogroup119099	K12823
isogroup178777	K09057
isogroup208430	K15398
isogroup6968	K10776
isogroup385946	K10408
isogroup116471	K02178
isogroup9999	K01278
isogroup39888	K12198
isogroup335	K02894
isogroup40760	K04515
isogroup321905	K14674
isogroup13487	K04135
isogroup70458	K04397
isogroup158217	K12581
isogroup288408	K01955
isogroup187196	K03686
isogroup120940	K09216
isogroup117127	K14326
isogroup29378	K01338
isogroup273481	K21433
isogroup100162	K11262
isogroup264767	K01527
isogroup316853	K07198
isogroup57988	K17495
isogroup184769	K03626
isogroup60993	K12567
isogroup118831	K04788
isogroup14265	K14325
isogroup310142	K02980
isogroup4918	K01897
isogroup40741	K20406
isogroup264334	K13119
isogroup83403	K11716
isogroup124078	K03165
isogroup77231	K21064
isogroup4622	K14703
isogroup284509	K06225
isogroup319750	K04908
isogroup491393	K10747
isogroup76939	K01876
isogroup6847	K05093
isogroup220657	K11136
isogroup102548	K08036
isogroup125812	K09311
isogroup196551	K04460
isogroup214704	K00706
isogroup265536	K04853
isogroup67224	K00761
isogroup258093	K16726
isogroup283105	K00820
isogroup91638	K17572
isogroup183083	K04602
isogroup63748	K19307
isogroup226753	K18272
isogroup73682	K17613
isogroup201588	K17619
isogroup81586	K01462
isogroup117678	K14209
isogroup13242	K11840
isogroup66805	K14683
isogroup114349	K07126
isogroup133159	K03846
isogroup95034	K08151
isogroup73408	K19367
isogroup28953	K10656
isogroup2736	K00693
isogroup175298	K00503
isogroup26945	K03347
isogroup46149	K15112
isogroup274491	K01802
isogroup273252	K07560
isogroup54990	K00011
isogroup176448	K04515
isogroup23631	K04994
isogroup78780	K03737
isogroup287267	K00905
isogroup2621	K19721
isogroup241134	K16290
isogroup307552	K14950
isogroup113993	K01784
isogroup117415	K18477
isogroup115233	K11855
isogroup254369	K01904
isogroup1108	K01613
isogroup65252	K18327
isogroup9642	K17278
isogroup96313	K01487
isogroup321284	K13412
isogroup268350	K10573
isogroup309126	K01648
isogroup26249	K03256
isogroup286679	K11755
isogroup264798	K12826
isogroup46816	K19757
isogroup327103	K02021
isogroup104017	K21989
isogroup39135	K00133
isogroup370623	K05181
isogroup249165	K19759
isogroup67433	K00108
isogroup177694	K10589
isogroup134201	K10737
isogroup290914	K02871
isogroup200437	K09488
isogroup96057	K19360
isogroup168021	K13523
isogroup88336	K13577
isogroup74924	K12132
isogroup46142	K14755
isogroup202164	K08576
isogroup276295	K09511
isogroup117803	K07937
isogroup257902	K03320
isogroup79874	K07511
isogroup116	K20838
isogroup156379	K12492
isogroup49846	K00600
isogroup248090	K17341
isogroup245859	K03234
isogroup29005	K16471
isogroup296522	K08800
isogroup148163	K14572
isogroup250247	K15837
isogroup59651	K15116
isogroup308850	K15109
isogroup74694	K14779
isogroup205470	K00344
isogroup90703	K04561
isogroup294561	K11108
isogroup80255	K00324
isogroup215686	K14832
isogroup303271	K05330
isogroup66557	K09326
isogroup353631	K10843
isogroup217554	K05757
isogroup43061	K02877
isogroup93676	K17605
isogroup200871	K20222
isogroup268336	K03260
isogroup63743	K16749
isogroup134900	K12035
isogroup47095	K13071
isogroup525580	K03877
isogroup5623	K16507
isogroup352712	K16197
isogroup137849	K00856
isogroup67031	K07632
isogroup143975	K10380
isogroup158704	K17943
isogroup80592	K17341
isogroup122810	K10870
isogroup330789	K04437
isogroup271810	K03679
isogroup18889	K04861
isogroup239802	K14206
isogroup597896	K15004
isogroup19546	K20179
isogroup16672	K00512
isogroup113938	K00645
isogroup44201	K00928
isogroup265066	K17795
isogroup391791	K00914
isogroup282571	K03363
isogroup53947	K05658
isogroup55359	K17499
isogroup389439	K02548
isogroup270093	K12482
isogroup259604	K19909
isogroup156177	K00326
isogroup291942	K04043
isogroup283271	K03686
isogroup56605	K17930
isogroup295232	K01537
isogroup286462	K04978
isogroup24993	K21437
isogroup299556	K16582
isogroup34988	K10669
isogroup217988	K15377
isogroup57521	K02891
isogroup1975	K00262
isogroup67038	K03455
isogroup48628	K07179
isogroup331227	K01876
isogroup49373	K01080
isogroup38391	K06941
isogroup62120	K08003
isogroup83708	K00284
isogroup209571	K08762
isogroup45443	K15503
isogroup114020	K14003
isogroup73950	K10380
isogroup275480	K13202
isogroup397982	K08232
isogroup52762	K06947
isogroup20389	K01256
isogroup32481	K10153
isogroup1401	K11275
isogroup31259	K19361
isogroup235395	K04840
isogroup180174	K10846
isogroup408644	K02870
isogroup103830	K00362
isogroup88255	K10478
isogroup115853	K07376
isogroup120704	K07243
isogroup160766	K01537
isogroup5817	K19491
isogroup186177	K09843
isogroup74563	K02959
isogroup63750	K17426
isogroup46919	K13412
isogroup17535	K05360
isogroup50058	K05542
isogroup52990	K10380
isogroup83263	K15637
isogroup296174	K10683
isogroup12123	K05855
isogroup284249	K00218
isogroup195216	K02078
isogroup20350	K04373
isogroup304324	K00895
isogroup205982	K01404
isogroup102141	K01623
isogroup258318	K05093
isogroup35596	K05126
isogroup57065	K14304
isogroup339242	K06825
isogroup129915	K07375
isogroup116560	K04905
isogroup282427	K03686
isogroup122309	K12384
isogroup280509	K01491
isogroup147742	K00758
isogroup47187	K20347
isogroup333412	K01874
isogroup220270	K19025
isogroup384857	K17341
isogroup293530	K16466
isogroup222974	K06168
isogroup265743	K17681
isogroup121343	K06678
isogroup8672	K03909
isogroup116113	K01953
isogroup172066	K02925
isogroup52955	K19882
isogroup458	K02868
isogroup28013	K03362
isogroup265673	K01412
isogroup53087	K12132
isogroup196090	K09578
isogroup81922	K01557
isogroup46565	K10428
isogroup13322	K02150
isogroup310741	K05592
isogroup288786	K03035
isogroup1469	K14411
isogroup308849	K06158
isogroup30862	K21392
isogroup183867	K00771
isogroup302860	K14297
isogroup276015	K17915
isogroup81424	K05592
isogroup199318	K00351
isogroup67887	K04880
isogroup3051	K11835
isogroup114280	K03686
isogroup44718	K18410
isogroup55311	K10408
isogroup328137	K09663
isogroup268881	K14401
isogroup281939	K08585
isogroup116842	K10860
isogroup152050	K01896
isogroup72687	K06238
isogroup275436	K06070
isogroup273087	K04910
isogroup227904	K12132
isogroup264140	K01805
isogroup135529	K03068
isogroup271388	K17562
isogroup105840	K03372
isogroup320802	K13956
isogroup164852	K04978
isogroup112701	K08132
isogroup309364	K01802
isogroup295481	K20222
isogroup291442	K00381
isogroup220133	K20028
isogroup190309	K00476
isogroup280357	K06669
isogroup34975	K00297
isogroup107963	K15837
isogroup159240	K14830
isogroup223117	K02183
isogroup264880	K09540
isogroup82336	K10380
isogroup115749	K07305
isogroup63915	K11434
isogroup262000	K16603
isogroup281309	K12825
isogroup154717	K03665
isogroup42485	K11086
isogroup159816	K14408
isogroup396469	K00249
isogroup40448	K10899
isogroup74424	K04373
isogroup16466	K05928
isogroup7599	K10777
isogroup141877	K01067
isogroup299050	K00850
isogroup208874	K04285
isogroup124060	K17710
isogroup80956	K05016
isogroup23292	K19983
isogroup93499	K06889
isogroup1632	K04570
isogroup112609	K06030
isogroup59243	K10645
isogroup40953	K16755
isogroup26396	K11429
isogroup149815	K11854
isogroup1899	K12877
isogroup300599	K11426
isogroup307887	K15259
isogroup59333	K16810
isogroup32506	K20216
isogroup3209	K16669
isogroup179442	K03438
isogroup47200	K15837
isogroup80242	K04854
isogroup67547	K16479
isogroup263112	K10380
isogroup141100	K14753
isogroup290399	K01586
isogroup117268	K12400
isogroup249978	K10408
isogroup287832	K03243
isogroup110976	K18184
isogroup4716	K20221
isogroup102508	K01412
isogroup171856	K12302
isogroup320008	K10357
isogroup174401	K09608
isogroup270398	K00078
isogroup207064	K21396
isogroup351286	K17570
isogroup5053	K20102
isogroup274789	K10277
isogroup393762	K10180
isogroup116577	K07375
isogroup27982	K14996
isogroup114987	K02183
isogroup327941	K06180
isogroup278506	K02540
isogroup372240	K01195
isogroup100905	K08957
isogroup296826	K04849
isogroup35034	K00555
isogroup27356	K14459
isogroup23872	K17922
isogroup113507	K14792
isogroup217741	K02428
isogroup118262	K07007
isogroup204447	K11592
isogroup183431	K06794
isogroup154289	K10807
isogroup328352	K10846
isogroup365826	K10848
isogroup60971	K12400
isogroup267327	K16781
isogroup75787	K13806
isogroup276058	K09838
isogroup301741	K00784
isogroup176687	K01702
isogroup25026	K11499
isogroup270149	K10416
isogroup11915	K11152
isogroup279902	K02734
isogroup70673	K10521
isogroup190861	K12823
isogroup28070	K16733
isogroup194106	K04397
isogroup13534	K18486
isogroup459970	K10445
isogroup122241	K18059
isogroup12464	K10175
isogroup26790	K03130
isogroup5610	K19998
isogroup277015	K07304
isogroup700409	K07375
isogroup225848	K16669
isogroup91	K02955
isogroup94620	K16675
isogroup62214	K17849
isogroup298377	K03544
isogroup46310	K01807
isogroup302017	K00951
isogroup186598	K07304
isogroup284928	K21813
isogroup78916	K09553
isogroup190401	K20551
isogroup296759	K03456
isogroup86954	K09540
isogroup5872	K16803
isogroup286737	K01535
isogroup17225	K01915
isogroup263850	K16290
isogroup162989	K13278
isogroup45212	K15170
isogroup264284	K09571
isogroup14917	K13189
isogroup189778	K10356
isogroup240556	K03800
isogroup265377	K11254
isogroup205110	K01551
isogroup115590	K00645
isogroup228619	K08739
isogroup73166	K03068
isogroup329658	K02350
isogroup25556	K08997
isogroup114218	K04393
isogroup45348	K00611
isogroup270567	K05522
isogroup5505	K06096
isogroup226712	K21863
isogroup122691	K09227
isogroup161339	K04950
isogroup1919	K05691
isogroup312111	K01915
isogroup194853	K06826
isogroup153520	K16726
isogroup238137	K16777
isogroup15872	K06265
isogroup332544	K06287
isogroup90841	K07497
isogroup136827	K16196
isogroup43605	K04382
isogroup347476	K02896
isogroup176364	K14297
isogroup158212	K19269
isogroup356610	K19531
isogroup280754	K00002
isogroup54759	K00821
isogroup299726	K10408
isogroup17220	K10359
isogroup266005	K02325
isogroup231381	K04874
isogroup112685	K04739
isogroup12898	K18749
isogroup208255	K06756
isogroup36881	K08202
isogroup117970	K18408
isogroup88589	K03654
isogroup68	K13126
isogroup37038	K06911
isogroup35818	K09935
isogroup4405	K10582
isogroup67159	K01357
isogroup241282	K11262
isogroup4432	K01052
isogroup299411	K09666
isogroup116656	K07562
isogroup8056	K00616
isogroup5046	K00656
isogroup375614	K14396
isogroup25011	K00586
isogroup334500	K04874
isogroup10757	K17929
isogroup153025	K19360
isogroup116802	K10380
isogroup329928	K01799
isogroup75941	K14766
isogroup202147	K11000
isogroup176210	K18443
isogroup29286	K19757
isogroup273733	K01008
isogroup388708	K02921
isogroup168646	K06158
isogroup175043	K14326
isogroup82478	K09580
isogroup6086	K12896
isogroup46607	K05692
isogroup222368	K14290
isogroup18410	K01135
isogroup226459	K01768
isogroup268837	K09660
isogroup295079	K11426
isogroup331993	K07304
isogroup302070	K16608
isogroup38197	K17914
isogroup340999	K01953
isogroup79827	K10317
isogroup453091	K13412
isogroup50220	K00710
isogroup215314	K12323
isogroup40308	K02931
isogroup117396	K05794
isogroup113856	K01432
isogroup215794	K03243
isogroup14434	K22063
isogroup16148	K09530
isogroup267797	K08489
isogroup11154	K10358
isogroup148211	K04984
isogroup197160	K10380
isogroup233045	K12389
isogroup175011	K13611
isogroup310092	K01491
isogroup53596	K03766
isogroup22428	K15502
isogroup320565	K00266
isogroup438904	K04880
isogroup297556	K15046
isogroup296904	K04739
isogroup197051	K05658
isogroup273322	K14457
isogroup10058	K07508
isogroup36999	K18208
isogroup171608	K18597
isogroup225143	K11997
isogroup97475	K01625
isogroup22400	K15104
isogroup300461	K04461
isogroup25916	K12567
isogroup189597	K08869
isogroup263870	K03094
isogroup219535	K00326
isogroup218184	K20093
isogroup137781	K08736
isogroup295890	K12132
isogroup117856	K02293
isogroup376642	K04351
isogroup324762	K12483
isogroup18538	K14826
isogroup45714	K21866
isogroup407511	K00710
isogroup91909	K10380
isogroup198464	K11835
isogroup476001	K12666
isogroup274077	K16745
isogroup118752	K13341
isogroup194972	K04905
isogroup320410	K00472
isogroup59336	K10406
isogroup192243	K04989
isogroup96796	K11141
isogroup303076	K10408
isogroup31510	K11138
isogroup278092	K19373
isogroup2182	K12837
isogroup25152	K20166
isogroup152	K02872
isogroup139073	K06252
isogroup69679	K03320
isogroup36072	K15348
isogroup288947	K17506
isogroup111000	K04373
isogroup266564	K05658
isogroup22005	K16506
isogroup3258	K09479
isogroup18678	K02212
isogroup178433	K00011
isogroup318770	K16675
isogroup6538	K01758
isogroup203201	K04908
isogroup228844	K13806
isogroup1710	K07304
isogroup281153	K03470
isogroup131614	K03537
isogroup278908	K01507
isogroup201964	K01886
isogroup223989	K00251
isogroup248340	K09578
isogroup3641	K12388
isogroup9516	K03083
isogroup339147	K09592
isogroup168674	K14554
isogroup305060	K05542
isogroup177065	K17341
isogroup120579	K21435
isogroup168094	K01338
isogroup153725	K14855
isogroup115456	K13755
isogroup121163	K02959
isogroup148661	K10688
isogroup116843	K01208
isogroup17892	K03951
isogroup213262	K11703
isogroup374614	K05863
isogroup81993	K07378
isogroup179013	K20032
isogroup71138	K18398
isogroup227642	K10848
isogroup321263	K10595
isogroup241	K02953
isogroup136091	K17341
isogroup379922	K02328
isogroup306278	K01802
isogroup84290	K02187
isogroup67793	K16571
isogroup210337	K18422
isogroup53336	K01613
isogroup10322	K00416
isogroup313021	K20872
isogroup58644	K15289
isogroup270076	K06148
isogroup78324	K00463
isogroup472480	K18482
isogroup61635	K17710
isogroup307703	K09632
isogroup55935	K05766
isogroup333279	K03364
isogroup124628	K14811
isogroup76573	K08056
isogroup158656	K08794
isogroup274157	K03417
isogroup124776	K08574
isogroup75552	K08105
isogroup54049	K04428
isogroup65020	K15272
isogroup188868	K19348
isogroup126770	K17085
isogroup20793	K00726
isogroup34451	K10223
isogroup25583	K15046
isogroup185611	K14326
isogroup190817	K05791
isogroup203551	K04137
isogroup298820	K00898
isogroup112780	K03929
isogroup72254	K20995
isogroup303250	K01315
isogroup268659	K11129
isogroup83185	K06901
isogroup111033	K08823
isogroup102260	K10807
isogroup6795	K17494
isogroup334529	K02998
isogroup83898	K13138
isogroup456618	K21396
isogroup265334	K03313
isogroup329449	K18328
isogroup268743	K00326
isogroup197143	K17087
isogroup284222	K12662
isogroup265625	K02965
isogroup23215	K05015
isogroup8504	K13280
isogroup292252	K00898
isogroup62945	K20726
isogroup47840	K09494
isogroup291713	K08850
isogroup209918	K19045
isogroup73333	K12835
isogroup115583	K14411
isogroup85433	K10595
isogroup17658	K16621
isogroup11674	K15544
isogroup67950	K10637
isogroup321896	K17065
isogroup347374	K15110
isogroup97112	K19674
isogroup176919	K20028
isogroup249679	K14326
isogroup320967	K21398
isogroup286902	K10582
isogroup88875	K03294
isogroup275326	K14944
isogroup41319	K14831
isogroup398	K20877
isogroup58651	K08829
isogroup167290	K01084
isogroup111056	K14611
isogroup302048	K06147
isogroup267952	K00826
isogroup236819	K04688
isogroup286981	K00927
isogroup117135	K02857
isogroup212237	K11996
isogroup111079	K03681
isogroup52873	K09371
isogroup3684	K00280
isogroup117106	K14007
isogroup13961	K12385
isogroup271646	K04885
isogroup89681	K16353
isogroup8324	K05719
isogroup135096	K06125
isogroup494400	K09223
isogroup242633	K04955
isogroup6782	K20689
isogroup184830	K10408
isogroup20189	K05357
isogroup270326	K05656
isogroup220037	K09566
isogroup123321	K01903
isogroup237508	K17547
isogroup9067	K06564
isogroup272772	K07198
isogroup70161	K01897
isogroup5448	K18933
isogroup338614	K03773
isogroup157078	K01365
isogroup31309	K03033
isogroup117306	K12567
isogroup270522	K08994
isogroup33468	K11729
isogroup86793	K07497
isogroup28748	K08818
isogroup236197	K08857
isogroup124756	K10601
isogroup1109	K06115
isogroup280150	K01527
isogroup265514	K10398
isogroup40259	K01491
isogroup1089	K10656
isogroup62467	K17285
isogroup86739	K07376
isogroup26163	K01081
isogroup302410	K08844
isogroup7683	K05356
isogroup147178	K00485
isogroup55847	K07408
isogroup51495	K03686
isogroup157658	K10595
isogroup41401	K13140
isogroup20433	K01262
isogroup116165	K01365
isogroup286952	K13866
isogroup94287	K19760
isogroup61373	K22210
isogroup14685	K08832
isogroup35415	K17675
isogroup188573	K18561
isogroup120453	K09647
isogroup265278	K02636
isogroup20166	K12834
isogroup211849	K14807
isogroup198507	K12410
isogroup22022	K10350
isogroup86991	K11416
isogroup43276	K20126
isogroup308922	K19755
isogroup317111	K10261
isogroup294512	K16675
isogroup266501	K04345
isogroup13193	K21852
isogroup40943	K13298
isogroup112676	K10380
isogroup282696	K03841
isogroup101098	K04373
isogroup469581	K12436
isogroup103151	K10260
isogroup267173	K19372
isogroup211957	K22074
isogroup297874	K05000
isogroup328417	K00314
isogroup265974	K04306
isogroup5808	K14963
isogroup303463	K01338
isogroup153787	K14445
isogroup87392	K14314
isogroup5479	K11275
isogroup246025	K18561
isogroup125409	K02963
isogroup153641	K00639
isogroup45131	K06890
isogroup370453	K12598
isogroup5701	K15030
isogroup88171	K05110
isogroup337510	K07806
isogroup232279	K01176
isogroup121101	K10159
isogroup45327	K10575
isogroup114891	K15278
isogroup295288	K05664
isogroup269785	K05758
isogroup81335	K03327
isogroup289820	K01933
isogroup12538	K10356
isogroup270886	K07516
isogroup310890	K07188
isogroup51861	K16466
isogroup49085	K06974
isogroup224637	K10737
isogroup13353	K09454
isogroup89058	K09553
isogroup193087	K04351
isogroup101854	K13138
isogroup81973	K07966
isogroup21227	K12399
isogroup166778	K11847
isogroup32204	K09524
isogroup49437	K06269
isogroup123894	K10407
isogroup43008	K17730
isogroup116421	K04905
isogroup323248	K21064
isogroup234864	K07841
isogroup239457	K00703
isogroup250584	K11978
isogroup282435	K00380
isogroup4015	K09022
isogroup418579	K04607
isogroup55441	K05759
isogroup82099	K14689
isogroup4228	K14648
isogroup8833	K02735
isogroup271667	K13275
isogroup33762	K13161
isogroup38959	K12304
isogroup264799	K08829
isogroup277640	K05592
isogroup75580	K04205
isogroup30131	K10130
isogroup95646	K10642
isogroup115770	K18561
isogroup137420	K12035
isogroup8908	K11851
isogroup280231	K03809
isogroup74100	K11778
isogroup340410	K11703
isogroup102224	K04799
isogroup275458	K00703
isogroup35984	K07904
isogroup298645	K09328
isogroup44186	K01735
isogroup39561	K04372
isogroup291437	K06255
isogroup240573	K20843
isogroup287928	K05546
isogroup317	K03257
isogroup38344	K10144
isogroup66865	K03676
isogroup111466	K10967
isogroup208990	K02920
isogroup25657	K07376
isogroup97767	K00703
isogroup79188	K13717
isogroup233740	K04955
isogroup4813	K10691
isogroup11803	K03115
isogroup9448	K10688
isogroup251835	K03018
isogroup118505	K14206
isogroup158816	K05312
isogroup50953	K06252
isogroup41783	K02885
isogroup568692	K04316
