Cladocopium293578	K22370
Cladocopium112231	K12447
Mcavernosa27265	K00546
Mcavernosa22616	K00567
Cladocopium310825	K00854
Mcavernosa30568	K01363
Cladocopium309974	K19036
Mcavernosa27825	K11538
Mcavernosa01499	K07767
Mcavernosa32669	K12854
Cladocopium63797	K06641
Mcavernosa30558	K01135
Mcavernosa28907	K06236
Cladocopium161885	K01623
Cladocopium79178	K03108
Mcavernosa02976	K00408
Cladocopium88589	K03654
Cladocopium274385	K03119
Cladocopium213496	K03363
Cladocopium300323	K04905
Cladocopium281135	K06949
Cladocopium225208	K18595
Mcavernosa23292	K12831
Cladocopium115487	K01836
Mcavernosa00565	K10460
Cladocopium117179	K09560
Cladocopium249937	K22698
Cladocopium262084	K03564
Cladocopium89115	K01537
Cladocopium294087	K10408
Mcavernosa08156	K01769
Mcavernosa20765	K23092
Cladocopium114256	K00969
Cladocopium72177	K01008
Cladocopium167931	K23257
Cladocopium271279	K19755
Mcavernosa08377	K03103
Cladocopium35818	K09935
Cladocopium86819	K09560
Mcavernosa29632	K07809
Mcavernosa02795	K15175
Cladocopium39557	K19760
Mcavernosa04846	K21989
Cladocopium271128	K18081
Cladocopium268753	K22074
Cladocopium309750	K10844
Cladocopium282404	K10599
Cladocopium45714	K21866
Mcavernosa15249	K07752
Cladocopium94072	K11000
Cladocopium56356	K19750
Mcavernosa01219	K19904
Cladocopium339147	K09592
Mcavernosa06821	K08592
Cladocopium304838	K00315
Mcavernosa10246	K05758
Cladocopium268192	K08369
Cladocopium78888	K22762
Cladocopium279059	K01510
Cladocopium205493	K16726
Cladocopium274789	K10277
Mcavernosa15794	K14073
Cladocopium296841	K16608
Cladocopium283194	K00281
Mcavernosa06610	K06792
Mcavernosa09895	K17495
Mcavernosa25220	K10884
Cladocopium282496	K10859
Mcavernosa16310	K11671
Cladocopium316349	K14963
Mcavernosa05318	K17495
Mcavernosa11835	K11665
Cladocopium305187	K00318
Cladocopium43207	K06911
Cladocopium216109	K10406
Cladocopium274460	K10380
Cladocopium318769	K08794
Cladocopium41361	K01803
Cladocopium291235	K13412
Mcavernosa12798	K11835
Mcavernosa16711	K22937
Cladocopium99945	K03403
Mcavernosa27725	K12385
Mcavernosa05700	K04988
Cladocopium276015	K17915
Cladocopium100515	K04739
Cladocopium220993	K01478
Mcavernosa15111	K00719
Mcavernosa05529	K16857
Mcavernosa21427	K08202
Mcavernosa05088	K10770
Cladocopium286983	K00850
Cladocopium295506	K18272
Mcavernosa21937	K08202
Cladocopium223226	K01667
Cladocopium90445	K06901
Cladocopium55377	K10380
Cladocopium267555	K12132
Cladocopium504817	K18466
Cladocopium161298	K17261
Cladocopium239382	K13184
Mcavernosa03857	K02211
Cladocopium110790	K09580
Cladocopium119077	K11085
Cladocopium56446	K00816
Cladocopium265583	K00147
Cladocopium199519	K13675
Cladocopium51099	K01953
Cladocopium203163	K10408
Mcavernosa34360	K03128
Mcavernosa22541	K23289
Mcavernosa24459	K23001
Mcavernosa05928	K05011
Mcavernosa30195	K14411
Cladocopium297327	K19360
Cladocopium57881	K00472
Cladocopium287200	K07404
Mcavernosa26645	K10380
Cladocopium264970	K07393
Cladocopium61804	K15436
Mcavernosa00170	K05544
Mcavernosa13663	K00613
Cladocopium40162	K03686
Cladocopium102551	K04908
Cladocopium192443	K02865
Cladocopium100575	K00002
Cladocopium374236	K12436
Mcavernosa00420	K06813
Cladocopium265377	K11254
Cladocopium277410	K02883
Cladocopium281139	K15263
Mcavernosa19055	K05125
Mcavernosa18494	K16794
Cladocopium304893	K16345
Cladocopium274932	K10420
Mcavernosa07277	K22806
Cladocopium116162	K02875
Mcavernosa22368	K20099
Cladocopium154420	K13448
Mcavernosa24444	K21440
Cladocopium272474	K03272
Mcavernosa18539	K10272
Cladocopium73173	K08803
Cladocopium83535	K08745
Cladocopium317553	K07376
Cladocopium116558	K10380
Cladocopium165532	K14026
Cladocopium264016	K02984
Cladocopium70974	K02112
Cladocopium27842	K14376
Mcavernosa19540	K01358
Cladocopium115553	K16744
Cladocopium219193	K15216
Mcavernosa03155	K17341
Mcavernosa03494	K14764
Cladocopium122238	K12524
Mcavernosa07872	K03033
Cladocopium310412	K09580
Cladocopium254358	K01896
Cladocopium78943	K00901
Mcavernosa04014	K10479
Cladocopium325252	K05273
Cladocopium76081	K10390
Mcavernosa09029	K08776
Cladocopium211190	K04043
Mcavernosa16184	K09516
Mcavernosa02817	K20827
Mcavernosa22834	K11140
Cladocopium220657	K11136
Cladocopium68703	K06883
Cladocopium85764	K00914
Cladocopium47320	K09602
Mcavernosa15633	K16677
Cladocopium117404	K13979
Cladocopium298792	K14456
Mcavernosa25914	K07435
Cladocopium354052	K19941
Mcavernosa25143	K04353
Cladocopium204998	K13412
Cladocopium197795	K10408
Cladocopium258546	K10408
Mcavernosa27274	K21548
Cladocopium205722	K01230
Cladocopium274157	K03417
Cladocopium264208	K00058
Cladocopium204927	K01673
Cladocopium302715	K11583
Cladocopium149235	K03062
Mcavernosa34295	K05181
Mcavernosa18353	K00922
Mcavernosa23583	K15040
Cladocopium97554	K07561
Cladocopium181010	K03068
Cladocopium62532	K10737
Cladocopium85280	K17301
Cladocopium117070	K05864
Mcavernosa12427	K01251
Cladocopium367766	K06890
Cladocopium423403	K07376
Cladocopium34740	K08154
Cladocopium264674	K13886
Cladocopium284786	K17497
Cladocopium169616	K10392
Cladocopium42856	K14379
Cladocopium264538	K17339
Mcavernosa24119	K14445
Mcavernosa13247	K00237
Cladocopium263858	K02903
Cladocopium322774	K08808
Mcavernosa25582	K14616
Cladocopium332926	K00700
Mcavernosa06548	K02940
Mcavernosa29697	K21138
Mcavernosa27847	K23041
Cladocopium85819	K01834
Cladocopium285503	K09494
Cladocopium268689	K13127
Cladocopium267433	K02114
Mcavernosa23312	K10590
Mcavernosa35175	K10356
Mcavernosa17159	K10406
Cladocopium281702	K02183
Mcavernosa33583	K10443
Mcavernosa02415	K12389
Mcavernosa17349	K14792
Mcavernosa30621	K00731
Cladocopium285702	K13412
Mcavernosa15350	K12331
Mcavernosa02904	K13855
Cladocopium42266	K05531
Mcavernosa26184	K08630
Cladocopium119570	K10349
Mcavernosa27477	K13047
Mcavernosa18756	K06057
Cladocopium164924	K00060
Cladocopium70855	K00031
Mcavernosa29956	K01324
Mcavernosa12042	K07375
Mcavernosa25597	K19499
Cladocopium191043	K10380
Mcavernosa19624	K01495
Cladocopium73758	K21760
Mcavernosa31060	K11664
Mcavernosa05897	K00472
Cladocopium154626	K00831
Cladocopium305268	K19398
Mcavernosa31004	K03440
Cladocopium114040	K03654
Cladocopium118466	K04518
Mcavernosa21007	K11648
Mcavernosa04109	K03130
Cladocopium103955	K16603
Cladocopium354188	K09493
Cladocopium303475	K11703
Cladocopium314029	K04905
Cladocopium92738	K10408
Mcavernosa16028	K06228
Cladocopium446353	K11412
Cladocopium45933	K14563
Cladocopium449813	K14972
Mcavernosa24930	K09326
Cladocopium111531	K04997
Mcavernosa16928	K02865
Cladocopium279170	K10380
Mcavernosa33317	K08493
Mcavernosa03509	K01054
Mcavernosa13613	K08547
Mcavernosa17150	K00111
Mcavernosa04250	K09317
Cladocopium216616	K14439
Cladocopium361751	K09553
Cladocopium310938	K13412
Mcavernosa12854	K11492
Mcavernosa33169	K18598
Cladocopium76616	K10392
Cladocopium279880	K07151
Mcavernosa24118	K14445
Cladocopium115997	K15016
Mcavernosa07004	K06069
Cladocopium305727	K21766
Cladocopium85872	K03294
Cladocopium181348	K18995
Cladocopium356038	K14440
Mcavernosa01730	K04615
Cladocopium251153	K01624
Mcavernosa15803	K03754
Cladocopium115892	K10409
Cladocopium298429	K02516
Mcavernosa07791	K06478
Cladocopium169852	K08176
Cladocopium57345	K12796
Cladocopium158175	K14297
Mcavernosa29687	K08632
Cladocopium100099	K12035
Cladocopium159366	K13420
Mcavernosa22280	K01687
Mcavernosa35060	K19513
Cladocopium114305	K03320
Mcavernosa02402	K18437
Mcavernosa03076	K11430
Cladocopium66514	K12888
Mcavernosa09005	K21952
Cladocopium274539	K09861
Mcavernosa18592	K13177
Cladocopium284565	K15449
Cladocopium80080	K04794
Mcavernosa00347	K12021
Cladocopium40804	K01365
Cladocopium78356	K14963
Mcavernosa33282	K03331
Cladocopium115651	K00665
Mcavernosa27106	K15109
Cladocopium98215	K18660
Cladocopium162148	K09838
Cladocopium313937	K03350
Mcavernosa06135	K04679
Mcavernosa21601	K08367
Cladocopium24778	K03969
Mcavernosa08526	K09070
Cladocopium77888	K16302
Mcavernosa20341	K03843
Cladocopium295336	K02154
Mcavernosa15164	K17495
Cladocopium194487	K01377
Cladocopium254602	K17499
Cladocopium265613	K01689
Cladocopium307745	K15191
Cladocopium71623	K01008
Cladocopium289981	K13412
Cladocopium382412	K00364
Cladocopium328103	K10395
Mcavernosa01943	K11997
Mcavernosa12626	K08606
Cladocopium309236	K10592
Mcavernosa19014	K13024
Mcavernosa18567	K04362
Mcavernosa09411	K06107
Cladocopium48833	K11426
Cladocopium182607	K02898
Mcavernosa12269	K12035
Cladocopium117417	K04083
Mcavernosa06273	K16755
Mcavernosa26864	K05545
Cladocopium167342	K14676
Cladocopium276051	K14213
Mcavernosa31857	K04515
Mcavernosa08194	K01823
Mcavernosa25674	K15637
Cladocopium560805	K07305
Cladocopium77581	K00074
Mcavernosa20938	K00972
Mcavernosa11383	K18666
Mcavernosa01181	K03877
Mcavernosa08886	K07998
Cladocopium39220	K00901
Cladocopium217750	K13748
Mcavernosa28985	K10951
Mcavernosa11192	K00600
Mcavernosa34883	K10293
Cladocopium291751	K01076
Cladocopium119710	K11971
Cladocopium324355	K14810
Cladocopium172580	K10799
Mcavernosa06814	K14788
Cladocopium75444	K06175
Mcavernosa28382	K03331
Cladocopium287779	K00130
Mcavernosa21640	K12021
Mcavernosa30677	K01672
Cladocopium208435	K04905
Cladocopium209456	K11805
Cladocopium314538	K14768
Cladocopium219409	K17506
Mcavernosa14724	K11967
Mcavernosa08416	K04990
Cladocopium151630	K18059
Mcavernosa13648	K00863
Cladocopium162806	K11593
Mcavernosa02206	K12948
Mcavernosa27808	K17508
Mcavernosa17336	K02183
Mcavernosa25245	K11490
Mcavernosa23898	K17623
Mcavernosa10082	K07189
Mcavernosa13792	K08775
Cladocopium299065	K00231
Mcavernosa04697	K11345
Mcavernosa04858	K15608
Cladocopium206124	K01379
Cladocopium209051	K22763
Cladocopium316958	K04771
Mcavernosa26538	K01527
Cladocopium121467	K01081
Cladocopium180954	K19626
Cladocopium85292	K00645
Cladocopium311592	K09580
Mcavernosa20353	K04592
Cladocopium146517	K03816
Cladocopium226448	K14410
Cladocopium83166	K12479
Mcavernosa26738	K04515
Cladocopium188927	K00128
Mcavernosa05749	K20994
Cladocopium152139	K01784
Cladocopium66553	K10408
Mcavernosa27382	K16506
Mcavernosa02860	K16302
Cladocopium22335	K05349
Cladocopium309714	K01201
Cladocopium266648	K01358
Mcavernosa00251	K18469
Cladocopium295305	K01176
Cladocopium115148	K14376
Mcavernosa26190	K01415
Mcavernosa29169	K20191
Mcavernosa28527	K10694
Cladocopium358869	K01204
Cladocopium270977	K05592
Cladocopium312308	K01076
Mcavernosa14132	K05857
Cladocopium295971	K23025
Mcavernosa24524	K10735
Mcavernosa30971	K23224
Mcavernosa33216	K13983
Cladocopium305699	K10380
Cladocopium206591	K10706
Mcavernosa25335	K09658
Mcavernosa18225	K06255
Cladocopium209987	K04905
Mcavernosa17416	K03236
Cladocopium189070	K19525
Cladocopium97102	K17086
Cladocopium264951	K08857
Mcavernosa34784	K01349
Mcavernosa17112	K11413
Cladocopium186005	K03447
Mcavernosa11635	K14379
Cladocopium247798	K00821
Cladocopium296011	K03775
Cladocopium269983	K14165
Cladocopium92482	K14326
Cladocopium100460	K15865
Cladocopium117027	K06890
Mcavernosa32414	K06569
Mcavernosa17164	K16457
Cladocopium43423	K12607
Cladocopium102819	K03404
Cladocopium234983	K10408
Cladocopium76460	K07404
Cladocopium304869	K08582
Cladocopium175541	K01669
Mcavernosa24730	K10251
Mcavernosa28277	K04594
Cladocopium205303	K08582
Cladocopium198681	K12823
Cladocopium174887	K16045
Cladocopium48792	K09517
Mcavernosa21077	K11789
Mcavernosa00883	K22262
Mcavernosa10205	K05931
Mcavernosa02520	K08635
Mcavernosa11598	K03068
Mcavernosa18738	K08834
Mcavernosa14117	K22381
Cladocopium273322	K11160
Mcavernosa09420	K10487
Cladocopium195610	K06901
Cladocopium231063	K14312
Mcavernosa20478	K21988
Cladocopium264282	K19755
Mcavernosa01225	K11367
Mcavernosa17290	K06238
Cladocopium219273	K17893
Cladocopium99502	K00645
Cladocopium268462	K15448
Cladocopium86314	K07950
Cladocopium294682	K02183
Mcavernosa06801	K09228
Cladocopium50554	K11995
Mcavernosa15553	K07827
Mcavernosa13359	K10891
Mcavernosa20315	K10408
Mcavernosa17484	K05051
Cladocopium232507	K11594
Mcavernosa10598	K10268
Mcavernosa14885	K12567
Cladocopium172818	K01173
Cladocopium334828	K19787
Mcavernosa30453	K12504
Cladocopium183928	K20889
Cladocopium295470	K01835
Mcavernosa19235	K00026
Cladocopium150230	K22858
Cladocopium276599	K02183
Mcavernosa03481	K10595
Mcavernosa26551	K06054
Cladocopium47444	K10903
Cladocopium333286	K17952
Cladocopium265025	K09567
Cladocopium73834	K13444
Mcavernosa18211	K05673
Mcavernosa25233	K00560
Mcavernosa25409	K01115
Cladocopium273418	K16914
Mcavernosa11768	K15119
Mcavernosa12584	K01338
Cladocopium287930	K12180
Cladocopium277794	K15332
Mcavernosa04759	K06642
Cladocopium264844	K03438
Cladocopium325736	K05016
Mcavernosa08593	K05631
Mcavernosa27344	K02178
Cladocopium85014	K01870
Mcavernosa33000	K08967
Cladocopium81376	K18469
Mcavernosa30997	K00544
Cladocopium51299	K10669
Mcavernosa12396	K02183
Cladocopium105941	K13979
Mcavernosa23569	K12604
Mcavernosa11443	K20135
Cladocopium82433	K17255
Mcavernosa11727	K23222
Mcavernosa20224	K09640
Mcavernosa02987	K07374
Cladocopium298820	K00898
Mcavernosa19724	K17495
Cladocopium161778	K03798
Cladocopium224937	K06640
Mcavernosa04331	K05093
Mcavernosa21567	K01275
Mcavernosa31198	K00665
Cladocopium330975	K10765
Cladocopium58594	K19801
Cladocopium173376	K21439
Cladocopium45297	K04955
Cladocopium116300	K00088
Cladocopium274609	K01174
Cladocopium294828	K08794
Cladocopium206822	K13679
Cladocopium178857	K10406
Cladocopium66762	K08582
Cladocopium271133	K02183
Cladocopium81116	K00060
Cladocopium263916	K02691
Cladocopium306459	K13412
Cladocopium33612	K18042
Mcavernosa29971	K18084
Mcavernosa15321	K06990
Cladocopium68546	K21867
Cladocopium280302	K14347
Mcavernosa31325	K14443
Cladocopium264744	K10411
Cladocopium286851	K09014
Mcavernosa33802	K06841
Cladocopium169295	K02355
Cladocopium304378	K03696
Mcavernosa32038	K10457
Cladocopium112970	K01951
Mcavernosa20618	K17547
Mcavernosa08224	K18460
Cladocopium203948	K02951
Mcavernosa28138	K10380
Mcavernosa25215	K12384
Cladocopium67703	K14824
Mcavernosa09086	K00654
Mcavernosa22475	K05925
Cladocopium80374	K04936
Mcavernosa00727	K21249
Cladocopium228832	K00101
Mcavernosa25055	K05888
Mcavernosa15655	K04681
Mcavernosa17272	K05678
Mcavernosa31166	K00710
Mcavernosa28580	K04985
Cladocopium176364	K14297
Cladocopium486107	K10395
Cladocopium287994	K01676
Mcavernosa06222	K02311
Mcavernosa06445	K15382
Cladocopium209416	K01230
Cladocopium295344	K03235
Mcavernosa19388	K16938
Cladocopium289021	K00604
Mcavernosa13653	K04144
Cladocopium220071	K08803
Mcavernosa30876	K11214
Cladocopium188567	K06677
Cladocopium24687	K00218
Cladocopium161878	K05849
Cladocopium264977	K14799
Cladocopium120633	K22684
Cladocopium492398	K10027
Mcavernosa13820	K00738
Cladocopium163433	K17086
Mcavernosa05617	K19949
Mcavernosa18811	K06255
Mcavernosa20434	K20908
Cladocopium286507	K02183
Cladocopium41499	K07514
Cladocopium214144	K02183
Cladocopium180579	K00626
Mcavernosa29928	K04150
Mcavernosa03920	K00547
Mcavernosa13893	K02605
Mcavernosa35218	K20726
Cladocopium301829	K22809
Cladocopium287562	K00963
Cladocopium277453	K00469
Cladocopium155494	K21866
Cladocopium272294	K05542
Mcavernosa30589	K08592
Mcavernosa03957	K02542
Mcavernosa09183	K02366
Cladocopium313686	K21121
Cladocopium104025	K01379
Mcavernosa31100	K17387
Cladocopium54263	K07198
Cladocopium236369	K02691
Cladocopium39800	K04461
Cladocopium67873	K00762
Cladocopium266632	K10408
Cladocopium130735	K00972
Mcavernosa31773	K21890
Cladocopium164575	K14445
Cladocopium70133	K10408
Mcavernosa14866	K05198
Cladocopium37586	K01176
Cladocopium40750	K02111
Cladocopium355383	K11262
Mcavernosa14204	K01019
Cladocopium156080	K12132
Cladocopium90302	K12132
Cladocopium276259	K07304
Mcavernosa05476	K10179
Cladocopium54857	K16052
Mcavernosa10186	K01464
Cladocopium203484	K01883
Cladocopium269571	K08829
Cladocopium97767	K00703
Cladocopium78877	K15027
Mcavernosa08904	K15192
Cladocopium303443	K02320
Mcavernosa26284	K00653
Mcavernosa04629	K05673
Mcavernosa19713	K19360
Cladocopium393240	K00645
Cladocopium309783	K03032
Mcavernosa04798	K11204
Cladocopium119168	K01070
Cladocopium102377	K08864
Mcavernosa08966	K04686
Mcavernosa26831	K10049
Cladocopium302025	K09458
Cladocopium42603	K15377
Cladocopium265089	K16602
Cladocopium185310	K11437
Cladocopium265278	K02636
Cladocopium315208	K10360
Mcavernosa06463	K02728
Mcavernosa16527	K12657
Mcavernosa07766	K10457
Mcavernosa10793	K15335
Mcavernosa06351	K01749
Mcavernosa30963	K04416
Cladocopium225288	K10406
Mcavernosa24081	K01338
Cladocopium43257	K03686
Cladocopium48852	K14079
Mcavernosa12274	K07436
Cladocopium172594	K00901
Cladocopium172635	K13458
Cladocopium441505	K17499
Mcavernosa05111	K12348
Cladocopium341272	K03164
Mcavernosa09649	K02087
Cladocopium222664	K21866
Mcavernosa33890	K03522
Cladocopium115014	K08341
Mcavernosa15403	K04364
Mcavernosa01607	K15429
Mcavernosa25551	K07520
Cladocopium21181	K04077
Mcavernosa20681	K20631
Mcavernosa19838	K00504
Cladocopium122985	K20032
Cladocopium176493	K14016
Cladocopium307307	K02575
Cladocopium289223	K00787
Cladocopium292533	K07238
Mcavernosa16778	K14767
Mcavernosa06763	K06564
Mcavernosa23147	K04448
Cladocopium66864	K15286
Cladocopium285040	K00208
Cladocopium313271	K08150
Cladocopium183244	K21989
Mcavernosa30843	K00963
Cladocopium163397	K06133
Mcavernosa03745	K01476
Cladocopium305024	K01783
Mcavernosa11616	K05643
Mcavernosa10515	K00799
Cladocopium284869	K12852
Mcavernosa29851	K18464
Cladocopium74840	K01379
Cladocopium277643	K01099
Cladocopium226787	K00700
Mcavernosa26879	K08193
Cladocopium308001	K11804
Cladocopium182675	K19029
Mcavernosa18701	K16449
Cladocopium32915	K01623
Mcavernosa00952	K14735
Mcavernosa03777	K03456
Cladocopium293448	K21396
Cladocopium215686	K14832
Mcavernosa10074	K21440
Cladocopium117684	K14963
Mcavernosa19667	K07369
Cladocopium421051	K17943
Cladocopium161456	K00164
Cladocopium350393	K12122
Mcavernosa32915	K01322
Cladocopium191661	K08827
Mcavernosa12036	K17904
Mcavernosa02567	K08443
Cladocopium468938	K00958
Mcavernosa27817	K09067
Cladocopium266477	K17943
Cladocopium85492	K00101
Mcavernosa03256	K04892
Cladocopium292671	K14572
Cladocopium97398	K11583
Mcavernosa09592	K06820
Cladocopium234701	K01669
Cladocopium247908	K04607
Cladocopium49519	K10223
Mcavernosa31000	K15363
Cladocopium294243	K09935
Mcavernosa23353	K19476
Cladocopium207114	K12184
Cladocopium275601	K11152
Cladocopium303286	K14568
Cladocopium189921	K08288
Cladocopium290527	K12733
Cladocopium265320	K08369
Mcavernosa14822	K22125
Cladocopium266220	K14411
Cladocopium42552	K15103
Cladocopium88169	K10405
Cladocopium247495	K13447
Mcavernosa01768	K00106
Cladocopium79991	K18726
Cladocopium181356	K11498
Cladocopium265743	K17681
Mcavernosa03677	K21435
Mcavernosa23125	K17595
Cladocopium217596	K05712
Mcavernosa14409	K08025
Mcavernosa29274	K12478
Cladocopium282037	K13412
Mcavernosa31243	K17480
Cladocopium269879	K01785
Mcavernosa33776	K22128
Mcavernosa21473	K20352
Mcavernosa32391	K03174
Mcavernosa00809	K14388
Mcavernosa22613	K01255
Cladocopium226136	K01176
Mcavernosa18137	K04097
Cladocopium184192	K13293
Mcavernosa29819	K20396
Mcavernosa29015	K01487
Cladocopium75219	K13412
Cladocopium42780	K01624
Cladocopium117044	K19870
Cladocopium208476	K16462
Cladocopium40902	K03929
Mcavernosa09156	K01183
Cladocopium268798	K12132
Mcavernosa19303	K09848
Mcavernosa04405	K06059
Cladocopium154323	K13412
Cladocopium208654	K15210
Cladocopium288441	K01673
Cladocopium297858	K00765
Mcavernosa11126	K10772
Cladocopium46009	K04460
Cladocopium270858	K14004
Mcavernosa15707	K12480
Mcavernosa21980	K06794
Cladocopium260441	K03031
Cladocopium113182	K15015
Cladocopium296490	K14458
Cladocopium45901	K08145
Cladocopium228090	K10738
Mcavernosa00248	K18469
Mcavernosa07671	K01597
Mcavernosa22554	K01805
Cladocopium272341	K01076
Cladocopium302997	K01090
Cladocopium115860	K12132
Mcavernosa15180	K15167
Mcavernosa34796	K14613
Mcavernosa17534	K05110
Mcavernosa00274	K13869
Mcavernosa05869	K03258
Mcavernosa27418	K10463
Cladocopium285716	K17500
Cladocopium181001	K18798
Cladocopium318552	K03403
Cladocopium258038	K03231
Mcavernosa03720	K17341
Mcavernosa19992	K05850
Mcavernosa22254	K12878
Cladocopium173039	K01265
Mcavernosa18549	K08773
Mcavernosa02012	K22647
Cladocopium206186	K18283
Mcavernosa08115	K03902
Cladocopium293523	K16747
Mcavernosa06722	K19176
Cladocopium55038	K01534
Cladocopium114794	K10260
Mcavernosa14299	K01013
Cladocopium178430	K00463
Mcavernosa16549	K22766
Mcavernosa30799	K00569
Cladocopium192368	K09864
Cladocopium284045	K23025
Mcavernosa04602	K08021
Cladocopium119099	K12823
Cladocopium283836	K06180
Cladocopium416475	K22614
Mcavernosa19294	K14943
Mcavernosa21665	K01279
Cladocopium156458	K13412
Mcavernosa04470	K01425
Cladocopium152495	K12830
Mcavernosa04703	K22855
Cladocopium301013	K14786
Mcavernosa31356	K13866
Mcavernosa29966	K06226
Cladocopium56492	K10481
Mcavernosa32909	K12826
Cladocopium303366	K04739
Mcavernosa05484	K05216
Cladocopium113638	K20029
Mcavernosa05524	K17495
Cladocopium31945	K00380
Mcavernosa06504	K12319
Mcavernosa17565	K01974
Cladocopium299880	K10878
Cladocopium155989	K01285
Mcavernosa15783	K00639
Cladocopium254005	K12460
Cladocopium273526	K18183
Cladocopium322599	K08798
Cladocopium125357	K00215
Cladocopium294831	K00384
Cladocopium119700	K22372
Cladocopium330062	K18417
Cladocopium226753	K18272
Mcavernosa23608	K23204
Cladocopium186714	K00845
Cladocopium274940	K10807
Mcavernosa08187	K03320
Mcavernosa10861	K14805
Mcavernosa13950	K04728
Cladocopium186560	K00721
Mcavernosa00998	K10457
Cladocopium301807	K08193
Cladocopium302362	K14805
Cladocopium217221	K11857
Mcavernosa04066	K07497
Cladocopium72024	K03833
Cladocopium92201	K13412
Cladocopium264249	K00948
Cladocopium240003	K02365
Cladocopium115788	K19679
Mcavernosa18570	K16621
Cladocopium270169	K00993
Cladocopium314660	K07562
Cladocopium293752	K07390
Mcavernosa03393	K13346
Mcavernosa28619	K17513
Mcavernosa20454	K11294
Mcavernosa28335	K01025
Cladocopium113966	K03350
Mcavernosa05773	K22371
Cladocopium281256	K01834
Mcavernosa23828	K15287
Cladocopium292173	K10578
Mcavernosa11493	K20160
Mcavernosa21634	K07497
Mcavernosa12679	K17341
Cladocopium294374	K01692
Mcavernosa33152	K03068
Cladocopium118128	K14829
Cladocopium101226	K04718
Mcavernosa02626	K05863
Cladocopium39888	K12198
Mcavernosa07829	K07809
Cladocopium307875	K00927
Mcavernosa12148	K12041
Mcavernosa13889	K14286
Mcavernosa15921	K02868
Mcavernosa02314	K13763
Cladocopium120182	K06670
Cladocopium264423	K17609
Cladocopium270347	K15119
Mcavernosa32668	K05658
Mcavernosa02311	K04135
Mcavernosa00903	K15110
Cladocopium188677	K03839
Mcavernosa26840	K02223
Mcavernosa22930	K13956
Cladocopium34202	K05740
Cladocopium225105	K14521
Cladocopium200934	K00760
Mcavernosa04398	K09288
Cladocopium78386	K00088
Mcavernosa05566	K14963
Cladocopium306278	K01802
Mcavernosa30495	K12021
Mcavernosa17770	K05313
Cladocopium311823	K03403
Cladocopium295309	K03456
Cladocopium142008	K02873
Mcavernosa05852	K23210
Cladocopium274684	K00485
Mcavernosa07272	K17966
Cladocopium118913	K00859
Mcavernosa03865	K15377
Cladocopium307246	K00119
Mcavernosa20737	K12373
Cladocopium182457	K09516
Mcavernosa09338	K10642
Cladocopium211859	K12442
Mcavernosa34097	K21440
Cladocopium196914	K04371
Mcavernosa05840	K11830
Mcavernosa32896	K01192
Mcavernosa00632	K20689
Mcavernosa10563	K17065
Cladocopium160482	K08794
Cladocopium280759	K06631
Cladocopium318362	K09122
Cladocopium185750	K14569
Cladocopium84008	K13412
Mcavernosa21440	K08211
Cladocopium274458	K07146
Mcavernosa25853	K12647
Cladocopium264684	K02183
Mcavernosa25463	K08076
Cladocopium55555	K08811
Cladocopium120432	K00939
Cladocopium327687	K01648
Cladocopium321306	K16482
Cladocopium308181	K03320
Mcavernosa16114	K02886
Mcavernosa21365	K04135
Cladocopium19385	K03686
Cladocopium67988	K06173
Cladocopium280852	K01714
Cladocopium151700	K11811
Mcavernosa12105	K21347
Mcavernosa01425	K10421
Cladocopium80701	K05349
Mcavernosa24883	K01769
Cladocopium40907	K00787
Mcavernosa19499	K04097
Mcavernosa03472	K15180
Cladocopium259647	K04308
Cladocopium316319	K00706
Cladocopium111538	K10967
Mcavernosa16187	K20283
Cladocopium119873	K06969
Cladocopium222554	K05011
Mcavernosa01805	K16506
Mcavernosa07386	K06942
Mcavernosa01527	K16743
Cladocopium485622	K15258
Cladocopium213866	K14944
Mcavernosa16215	K21396
Mcavernosa29649	K16726
Cladocopium304285	K03798
Cladocopium156840	K01569
Mcavernosa34340	K00914
Mcavernosa18188	K06233
Mcavernosa10722	K19511
Mcavernosa13205	K04437
Mcavernosa24376	K04266
Mcavernosa29170	K20191
Cladocopium271689	K12483
Cladocopium119856	K20184
Cladocopium25657	K07376
Cladocopium427414	K06972
Mcavernosa13361	K10891
Cladocopium304796	K06944
Cladocopium26489	K03178
Mcavernosa04709	K08791
Cladocopium255538	K10325
Mcavernosa27916	K03128
Cladocopium273388	K14708
Cladocopium115840	K15015
Mcavernosa04820	K18262
Mcavernosa04878	K04349
Mcavernosa26242	K01197
Mcavernosa03564	K15203
Cladocopium207246	K15033
Mcavernosa21853	K17583
Cladocopium77054	K09517
Cladocopium83185	K06901
Mcavernosa22585	K01365
Mcavernosa17708	K15015
Cladocopium85179	K03405
Cladocopium178134	K02604
Mcavernosa18770	K19801
Cladocopium311924	K05350
Cladocopium294000	K15378
Cladocopium248071	K12132
Mcavernosa01031	K17815
Mcavernosa09152	K10478
Cladocopium36540	K06959
Cladocopium56805	K12436
Mcavernosa16265	K19678
Cladocopium80855	K13293
Mcavernosa34673	K02541
Cladocopium279061	K22769
Mcavernosa09501	K13047
Mcavernosa09602	K09488
Cladocopium266558	K02149
Mcavernosa21978	K06794
Mcavernosa05197	K10776
Mcavernosa17591	K16506
Cladocopium194730	K00895
Mcavernosa11561	K01135
Mcavernosa16042	K09420
Cladocopium297049	K16055
